,Unnamed: 0,Unnamed: 0.1,name,epochs,layer_1,layer_2,layer_3,layer_4,layer_5,layer_6,act_layer,optimizer,activation,batch_size,num_layers,weight_decay,learning_rate,dropout,validation_split,layer_7,layer_8,layer_9,layer_10,lr,MSE,loss,_step,epoch,graph,MSE_diff,_runtime,val_loss,MSE_train,_timestamp,best_epoch,best_val_loss,RMSPE,num_nodes_total
747,747,747,cosmic-sweep-241,1000.0,800,50,800,1000,900,200,relu,adam,relu,250.0,1,0.0005,0.000906099,0.078507863,0.09165408,200.0,200.0,900.0,600.0,,0.0027013840000000003,0.001705811,168.0,167.0,"{'path': 'media/graph/graph_summary_be15bfe5.graph.json', 'size': 573, '_type': 'graph-file', 'sha256': 'be15bfe5f5b014341528e6bf543d31142f3e61d7c33a0c94f4640e12ed672386'}",0.000757463,11.30604768,0.00663427,0.001943921,1588233363.0,117.0,0.006155905,5.1974840067094,5650.0
748,748,748,avid-sweep-239,1000.0,600,50,500,100,500,1000,relu,adam,relu,550.0,10,0.0005,0.001023367,0.146660281,0.109758115,900.0,700.0,300.0,50.0,,0.00265844,0.001814886,133.0,132.0,"{'path': 'media/graph/graph_summary_0e7ba394.graph.json', 'size': 1689, '_type': 'graph-file', 'sha256': '0e7ba39464c69dc654f7cd7dcc819097051bce6d21217413373473c6bbd8e514'}",0.000396119,17.45730233,0.009414805,0.002262322,1588233310.0,82.0,0.007851273,5.156006206357786,4700.0
749,749,749,stellar-sweep-238,1000.0,700,300,1000,100,400,700,relu,adam,relu,250.0,10,0.0005,0.00089663,0.16241862,0.146377911,300.0,700.0,300.0,800.0,,0.002866351,0.00156555,116.0,115.0,"{'path': 'media/graph/graph_summary_06954b54.graph.json', 'size': 1693, '_type': 'graph-file', 'sha256': '06954b5470b3c0c852bd21899480d4e33e25dc5e678ef2ff01fa5e0a5ee8b474'}",0.000474558,14.98987269,0.006956784000000001,0.002391793,1588233272.0,65.0,0.006134966,5.35383133839683,5300.0
750,750,750,helpful-sweep-237,1000.0,1000,600,600,900,900,800,relu,adam,relu,700.0,10,0.0005,0.000906611,0.122586742,0.10516249,200.0,50.0,700.0,1000.0,,0.0026082,0.00122334,122.0,121.0,"{'path': 'media/graph/graph_summary_bdaf67f7.graph.json', 'size': 1692, '_type': 'graph-file', 'sha256': 'bdaf67f7c49973c9d2deefe0274a0fb4526fc217c80fb293bd6b42657dc68dc7'}",0.0006931239999999999,17.2920835,0.010578081,0.001915076,1588233240.0,71.0,0.007060947,5.107053945279999,6750.0
751,751,751,jumping-sweep-236,1000.0,600,50,900,900,700,1000,relu,adam,relu,400.0,4,0.0005,0.000945209,0.184751432,0.109536436,700.0,200.0,400.0,600.0,,0.003491033,0.001852523,143.0,142.0,"{'path': 'media/graph/graph_summary_762808e6.graph.json', 'size': 850, '_type': 'graph-file', 'sha256': '762808e61f6fed08417a4c9f536eb375bafc56cb0d128a2fcd5d78acd3c33152'}",0.001310747,9.780491352,0.006648688000000001,0.002180285,1588233208.0,92.0,0.006202752,5.908496424641382,6050.0
752,752,752,pretty-sweep-234,1000.0,1000,700,1000,200,50,800,relu,adam,relu,100.0,8,0.0005,0.000941658,0.10354751,0.137445242,900.0,300.0,500.0,600.0,,0.002508805,0.001471716,69.0,68.0,"{'path': 'media/graph/graph_summary_5cb80631.graph.json', 'size': 1413, '_type': 'graph-file', 'sha256': '5cb80631305fd0f2a932bf4dbfcbe312fa603bfa08a9d844d29dca41e72d4d4c'}",-7.68e-05,15.82745361,0.00810664,0.00258562,1588233149.0,18.0,0.006905506,5.008797260820206,6050.0
753,753,753,dark-sweep-233,1000.0,900,200,50,800,1000,800,relu,adam,relu,700.0,7,0.0005,0.000864462,0.17244074399999998,0.10034645,700.0,300.0,700.0,100.0,,0.003657173,0.0014751570000000002,127.0,126.0,"{'path': 'media/graph/graph_summary_9e164a51.graph.json', 'size': 1271, '_type': 'graph-file', 'sha256': '9e164a51c94cbde9b86a0bd5c26b771a86ed9812664da8943179486cdccdde62'}",0.001727222,12.69373631,0.008825166,0.001929952,1588233117.0,76.0,0.007022895,6.047456490128722,5550.0
754,754,754,splendid-sweep-232,1000.0,300,700,700,50,50,900,relu,adam,relu,650.0,5,0.0005,0.001059679,0.070957902,0.134323321,300.0,1000.0,200.0,100.0,,0.0032495640000000004,0.001547264,78.0,77.0,"{'path': 'media/graph/graph_summary_12f2e33d.graph.json', 'size': 990, '_type': 'graph-file', 'sha256': '12f2e33daab7497d250c6b7c40829f5c5b96ee23d7c400ff576ffdfda3ae2365'}",0.000362765,7.850648402999999,0.008887213,0.002886799,1588233088.0,27.0,0.007315658,5.700494715373395,4300.0
755,755,755,earnest-sweep-231,1000.0,400,700,900,700,900,600,relu,adam,relu,200.0,7,0.0005,0.001038687,0.068377959,0.15629032,900.0,700.0,100.0,1000.0,,0.003012727,0.001440916,64.0,63.0,"{'path': 'media/graph/graph_summary_b4584f25.graph.json', 'size': 1273, '_type': 'graph-file', 'sha256': 'b4584f253d84c0f03f5592d3d132b883a8494169eae49e0c7684301885caa195'}",0.000210198,12.20653105,0.00888293,0.002802529,1588233063.0,13.0,0.007381189,5.488831387463091,6900.0
756,756,756,cosmic-sweep-230,1000.0,800,400,1000,400,1000,400,relu,adam,relu,750.0,4,0.0005,0.000979709,0.008260315,0.087667312,700.0,600.0,100.0,1000.0,,0.003867089,0.001327434,71.0,70.0,"{'path': 'media/graph/graph_summary_1608add8.graph.json', 'size': 855, '_type': 'graph-file', 'sha256': '1608add84e640c7064b8cdd1c83e50c16bc8bac82d5a8bae2230cb2532bb2e77'}",0.000766757,8.404649018999999,0.009986382,0.003100332,1588233034.0,20.0,0.009358346,6.2185922844322254,6400.0
757,757,757,feasible-sweep-229,1000.0,500,300,700,400,700,500,relu,adam,relu,700.0,3,0.0005,0.000890469,0.047058057,0.095339984,500.0,1000.0,900.0,100.0,,0.003282412,0.001682701,112.0,111.0,"{'path': 'media/graph/graph_summary_83b0265e.graph.json', 'size': 713, '_type': 'graph-file', 'sha256': '83b0265e7e9041f4162a60124f78254fc44d76284f40d421689d84ff422c046b'}",0.000949964,7.864564419,0.008436305,0.002332448,1588233010.0,61.0,0.008080206999999999,5.729233805667212,5600.0
758,758,758,restful-sweep-227,1000.0,700,300,400,1000,600,1000,relu,adam,relu,250.0,9,0.0005,0.001027267,0.006118181,0.08852901,300.0,200.0,800.0,400.0,,0.002925153,0.0008184510000000001,88.0,87.0,"{'path': 'media/graph/graph_summary_c8b7b1fb.graph.json', 'size': 1554, '_type': 'graph-file', 'sha256': 'c8b7b1fb49f9f7b6c3b0fcaace6b7b4540572d61b9394d87a396fbe542e367a4'}",0.000655958,12.64883733,0.007353399,0.002269195,1588232961.0,37.0,0.005896376,5.408468359896358,5700.0
759,759,759,valiant-sweep-226,1000.0,900,200,800,400,900,800,relu,adam,relu,700.0,5,0.0005,0.000916885,0.091329898,0.088300336,200.0,500.0,800.0,900.0,,0.002627903,0.001056404,180.0,179.0,"{'path': 'media/graph/graph_summary_4d36eec2.graph.json', 'size': 993, '_type': 'graph-file', 'sha256': '4d36eec2f39ae6e8a3a6f4d18c3bbb5ee60212f2676b6c510a344d036d473cd8'}",0.000698827,11.57067323,0.009310449,0.001929076,1588232931.0,129.0,0.007104312,5.12630763805685,6400.0
760,760,760,chocolate-sweep-225,,500,1000,800,400,900,900,relu,adam,,300.0,5,,0.00092024,0.143404528,0.122244457,1000.0,900.0,300.0,300.0,,,,,,,,,,,,,,,7000.0
761,761,761,brisk-sweep-224,1000.0,800,800,200,600,100,100,relu,adam,relu,100.0,5,0.0005,0.001067509,0.145194232,0.149050953,200.0,600.0,700.0,500.0,,0.002914649,0.0016524970000000002,72.0,71.0,"{'path': 'media/graph/graph_summary_6600fe5d.graph.json', 'size': 993, '_type': 'graph-file', 'sha256': '6600fe5d6da35704b026a4ba23b279bddc4e87102eb3c0adc52d0068d3650bc1'}",0.00053703,11.90484071,0.00741261,0.00237762,1588232786.0,21.0,0.005437015,5.39874892915016,4600.0
762,762,762,glorious-sweep-223,1000.0,700,400,700,600,50,700,relu,adam,relu,750.0,7,0.0005,0.000902398,0.051855547,0.123748644,600.0,400.0,300.0,300.0,,0.003351518,0.0013440370000000002,88.0,87.0,"{'path': 'media/graph/graph_summary_207628fc.graph.json', 'size': 1270, '_type': 'graph-file', 'sha256': '207628fca3e860be6fbeb0151494419ac5a5dd30179e016182d814492c72cfb8'}",0.001035999,9.501697063,0.007088475,0.002315519,1588232760.0,37.0,0.006087178,5.789229655144111,4750.0
763,763,763,fiery-sweep-222,1000.0,400,50,500,500,1000,900,relu,adam,relu,500.0,7,0.0005,0.000843722,0.058032052,0.164714875,300.0,400.0,300.0,1000.0,,0.00344827,0.001897763,84.0,83.0,"{'path': 'media/graph/graph_summary_06605dd0.graph.json', 'size': 1271, '_type': 'graph-file', 'sha256': '06605dd028e345c078daf64dbfaec1c2ccc8ecc5b16ff5659117fe0715ae226e'}",0.001002473,10.21779895,0.0077367819999999985,0.002445797,1588232736.0,33.0,0.005813909,5.872197203773047,5350.0
764,764,764,generous-sweep-221,1000.0,500,700,200,1000,700,400,relu,adam,relu,650.0,5,0.0005,0.000886029,0.071553872,0.08345286,900.0,200.0,800.0,400.0,,0.002699626,0.001235129,117.0,116.0,"{'path': 'media/graph/graph_summary_825527b3.graph.json', 'size': 995, '_type': 'graph-file', 'sha256': '825527b34bdb6e9e6c4684e6f87b1bf05c41da52a67cd7a7bde95e3e4c05bfa3'}",0.001045162,9.5446105,0.006354719,0.001654464,1588232712.0,66.0,0.005611659000000001,5.195792528575405,5800.0
765,765,765,vivid-sweep-220,1000.0,100,1000,1000,600,900,200,relu,adam,relu,1000.0,4,0.0005,0.0010083339999999998,0.011157175,0.098524474,50.0,200.0,300.0,700.0,,0.003648462,0.001141503,129.0,128.0,"{'path': 'media/graph/graph_summary_23c3346d.graph.json', 'size': 856, '_type': 'graph-file', 'sha256': '23c3346d2df635b2c4b8dfbc442d9827468b39e96dabf39f70d2fb7b16d4ab31'}",0.001009933,9.345109701,0.014874409,0.002638529,1588232687.0,78.0,0.013790816,6.040249994826373,5050.0
766,766,766,iconic-sweep-219,1000.0,900,50,900,700,1000,200,relu,adam,relu,1000.0,3,0.0005,0.000995456,0.028223541,0.084361076,900.0,1000.0,900.0,100.0,,0.002709655,0.001993796,113.0,112.0,"{'path': 'media/graph/graph_summary_12f272cf.graph.json', 'size': 710, '_type': 'graph-file', 'sha256': '12f272cfe7486555dfe7b4a22c46b52976977ee312fb8bb7b91f18226183caf3'}",1.7699999999999996e-07,8.000722408,0.008895,0.002709478,1588232661.0,62.0,0.007182111999999998,5.205434660045211,6650.0
767,767,767,classic-sweep-218,1000.0,300,50,1000,400,300,100,relu,adam,relu,100.0,7,0.0005,0.000865185,0.06105626,0.14516728,600.0,1000.0,800.0,900.0,,0.003127956,0.00158287,64.0,63.0,"{'path': 'media/graph/graph_summary_59a9cbb1.graph.json', 'size': 1270, '_type': 'graph-file', 'sha256': '59a9cbb189d1cca397fcb8dc1693a7dd23f9d30dc4fbf5eff69da6447dc7a2b7'}",0.000579018,10.8641119,0.007268266,0.002548938,1588232635.0,13.0,0.004992933,5.592813245585802,5450.0
768,768,768,eternal-sweep-217,1000.0,300,300,800,900,700,500,relu,adam,relu,500.0,8,0.0005,0.001010539,0.093826833,0.098895416,400.0,500.0,700.0,1000.0,,0.00383971,0.0014553270000000002,77.0,76.0,"{'path': 'media/graph/graph_summary_3ddcc297.graph.json', 'size': 1412, '_type': 'graph-file', 'sha256': '3ddcc2970b8097f9323924b1cf66a5134386d382f51d1374823b11993a2149f0'}",0.001330944,10.14153862,0.010109158,0.0025087670000000003,1588232605.0,26.0,0.008227965,6.196539356770035,6100.0
769,769,769,fancy-sweep-215,1000.0,800,50,1000,900,900,1000,relu,adam,relu,100.0,5,0.0005,0.000860503,0.076859992,0.088165805,400.0,600.0,500.0,100.0,,0.0034048740000000004,0.00106697,177.0,176.0,"{'path': 'media/graph/graph_summary_fd4817c3.graph.json', 'size': 991, '_type': 'graph-file', 'sha256': 'fd4817c35aecc63a6043f4f1d7e2be13e10b1ceed78b50b9a7fc74d72edacaa9'}",0.001664335,23.34591508,0.005348309,0.00174054,1588232554.0,126.0,0.0049054,5.835129818607295,6250.0
770,770,770,likely-sweep-214,1000.0,500,300,900,600,900,600,relu,adam,relu,900.0,1,0.0005,0.000951134,0.011889895,0.110546177,600.0,700.0,1000.0,500.0,,0.003688227,0.002161287,126.0,125.0,"{'path': 'media/graph/graph_summary_099a8461.graph.json', 'size': 573, '_type': 'graph-file', 'sha256': '099a84618231b24f4e11ccd6f5814909920aa5563c0ef81d764cb1bd2cf6861e'}",0.0008053089999999999,8.303412913999999,0.007868771,0.002882917,1588232515.0,75.0,0.007526446999999999,6.073077473571368,6600.0
771,771,771,glowing-sweep-213,1000.0,1000,300,800,300,700,500,relu,adam,relu,150.0,4,0.0005,0.000922852,0.14265185800000002,0.099766611,900.0,100.0,700.0,1000.0,,0.00331108,0.001132763,93.0,92.0,"{'path': 'media/graph/graph_summary_85785002.graph.json', 'size': 855, '_type': 'graph-file', 'sha256': '857850022b8881baf391b2224c0cbf391c473f9d788b9d0660142b634e3170f0'}",0.001437623,11.52533031,0.007713129,0.001873458,1588232494.0,42.0,0.0065301180000000006,5.754198467206359,6300.0
772,772,772,sunny-sweep-212,1000.0,500,200,400,500,800,900,relu,adam,relu,250.0,7,0.0005,0.000860412,0.189404531,0.080590871,600.0,600.0,500.0,400.0,,0.002495132,0.001060519,201.0,200.0,"{'path': 'media/graph/graph_summary_47bb5c96.graph.json', 'size': 1272, '_type': 'graph-file', 'sha256': '47bb5c96129c08361e97fe90859cfa8e1a0ac1c14c42debc0bb45506172f43e0'}",0.001025551,18.4598968,0.009801553,0.00146958,1588232461.0,150.0,0.006432266,4.995129627947607,5400.0
773,773,773,youthful-sweep-211,1000.0,1000,400,900,1000,1000,50,relu,adam,relu,850.0,5,0.0005,0.000850213,0.041106300000000005,0.118571162,500.0,100.0,900.0,500.0,,0.003434842,0.001494645,91.0,90.0,"{'path': 'media/graph/graph_summary_5c223681.graph.json', 'size': 997, '_type': 'graph-file', 'sha256': '5c22368159c8ed3a0a7a1474e0bbff1cb8765a68d678bc9227523970613a03ec'}",0.000992515,10.23679614,0.007347615999999999,0.002442327,1588232424.0,40.0,0.00655963,5.8607525114101175,6350.0
774,774,774,logical-sweep-210,1000.0,900,50,600,1000,300,900,relu,adam,relu,900.0,8,0.0005,0.000958225,0.022730857,0.119988307,600.0,600.0,700.0,600.0,,0.0028516440000000004,0.001521856,188.0,187.0,"{'path': 'media/graph/graph_summary_cda5dbc2.graph.json', 'size': 1411, '_type': 'graph-file', 'sha256': 'cda5dbc27e6cf1ab3e63823952f3b01ba69d74b7dc81990595c7258b3cc60feb'}",0.0007133360000000001,15.12476993,0.008930701999999999,0.002138308,1588232394.0,137.0,0.006713246,5.340078651106181,6250.0
775,775,775,sleek-sweep-209,1000.0,300,1000,600,600,200,900,relu,adam,relu,150.0,10,0.0005,0.001089197,0.130589333,0.131560444,700.0,200.0,1000.0,900.0,,0.003487325,0.001520225,65.0,64.0,"{'path': 'media/graph/graph_summary_56072f81.graph.json', 'size': 1696, '_type': 'graph-file', 'sha256': '56072f818c4cffdd7128c6a96f248a8f1d82340bfaa476f0fb476c2210092fa3'}",0.000666554,15.05093908,0.010522287,0.00282077,1588232359.0,14.0,0.007197594,5.905357736835255,6400.0
776,776,776,faithful-sweep-208,1000.0,800,600,1000,1000,900,900,relu,adam,relu,500.0,10,0.0005,0.001098794,0.043737617,0.085437661,500.0,100.0,400.0,100.0,,0.002993392,0.002234537,103.0,102.0,"{'path': 'media/graph/graph_summary_336d8e2a.graph.json', 'size': 1694, '_type': 'graph-file', 'sha256': '336d8e2a386f03927651ad55d1b04700d2ef522b2b268b6c7d5dcc66b8ea2987'}",0.000247787,17.5947156,0.007072153,0.002745605,1588232327.0,52.0,0.007007892,5.471189998528657,6300.0
777,777,777,exalted-sweep-207,1000.0,300,400,200,400,100,300,relu,adam,relu,800.0,4,0.0005,0.0010724489999999998,0.043043827,0.167264005,800.0,900.0,600.0,800.0,,0.003175936,0.001567137,106.0,105.0,"{'path': 'media/graph/graph_summary_182db064.graph.json', 'size': 852, '_type': 'graph-file', 'sha256': '182db0645938b706d0a917e9e1eca608a7bd9e014c6e31f247a9c385563264e9'}",0.0006568260000000001,8.174233198,0.0063534640000000005,0.00251911,1588232293.0,55.0,0.005774438000000001,5.635544339280812,4800.0
778,778,778,swift-sweep-206,1000.0,1000,700,600,200,100,200,relu,adam,relu,450.0,5,0.0005,0.001091868,0.128279975,0.142257083,900.0,100.0,100.0,300.0,,0.002936871,0.001796195,97.0,96.0,"{'path': 'media/graph/graph_summary_63dcf013.graph.json', 'size': 995, '_type': 'graph-file', 'sha256': '63dcf0139b3b7574e9b2ed347864bf81fa93c4d57d92fb7ee567a32265fc08d1'}",0.000157918,9.986935377,0.007948297,0.002778954,1588232271.0,46.0,0.006680731999999999,5.419290543973446,4200.0
779,779,779,trim-sweep-205,1000.0,700,100,500,700,800,800,relu,adam,relu,600.0,8,0.0005,0.000867831,0.097232397,0.086481499,700.0,400.0,900.0,800.0,,0.0032101290000000004,0.001481585,78.0,77.0,"{'path': 'media/graph/graph_summary_1a191ffe.graph.json', 'size': 1411, '_type': 'graph-file', 'sha256': '1a191ffe3664bf05a5f50203a13e07cc21c17dd349e7a2e3dbc9a40fc3de098a'}",0.000675,10.44817662,0.010930296,0.002535129,1588232242.0,27.0,0.007649426,5.665800031769565,6400.0
780,780,780,floral-sweep-204,1000.0,1000,300,600,900,600,800,relu,adam,relu,550.0,5,0.0005,0.001022907,0.069462337,0.08865683199999999,800.0,1000.0,400.0,50.0,,0.003273498,0.001109748,125.0,124.0,"{'path': 'media/graph/graph_summary_651f5421.graph.json', 'size': 995, '_type': 'graph-file', 'sha256': '651f54211c85445e9f2b695b227b32f0baa02a100fc7c58c898e93c3044d5195'}",0.001607239,10.72542834,0.00859818,0.001666259,1588232218.0,74.0,0.004833657,5.72144911713807,6450.0
781,781,781,playful-sweep-203,1000.0,700,500,400,800,300,700,relu,adam,relu,550.0,7,0.0005,0.000939592,0.024015168,0.115623108,600.0,700.0,900.0,1000.0,,0.003568805,0.001358303,72.0,71.0,"{'path': 'media/graph/graph_summary_e55fb6fd.graph.json', 'size': 1273, '_type': 'graph-file', 'sha256': 'e55fb6fd44960ae621bdd2e267ce99894deb7ff9c1c624552224a21280b51c3e'}",0.00099379,8.726813793,0.009409565,0.002575015,1588232192.0,21.0,0.008037465,5.9739476060641845,6600.0
782,782,782,soft-sweep-203,1000.0,600,800,1000,200,900,700,relu,adam,relu,400.0,4,0.0005,0.0008221530000000001,0.179492591,0.095718678,300.0,600.0,800.0,200.0,,0.002750426,0.0015019870000000002,96.0,95.0,"{'path': 'media/graph/graph_summary_b56c9c74.graph.json', 'size': 855, '_type': 'graph-file', 'sha256': 'b56c9c745ff4bff49d57601c297a401ffd979c361e14372e7da6acfb357a9503'}",0.000556088,9.685721159,0.009055816,0.002194337,1588232169.0,45.0,0.006885554,5.244450400184942,6100.0
783,783,783,dutiful-sweep-201,1000.0,700,100,900,600,400,200,relu,adam,relu,700.0,6,0.0005,0.000892471,0.001243156,0.093814085,300.0,200.0,500.0,800.0,,0.003015686,0.000985517,101.0,100.0,"{'path': 'media/graph/graph_summary_cc32aa37.graph.json', 'size': 1131, '_type': 'graph-file', 'sha256': 'cc32aa372dd201846766776afc98cf77b8cf3f79d985b48a4b18e062ea7d8533'}",0.000988334,9.355570793,0.009490088,0.002027352,1588232120.0,50.0,0.008047103,5.491526199518673,4700.0
784,784,784,distinctive-sweep-200,1000.0,600,500,800,800,700,700,relu,adam,relu,600.0,5,0.0005,0.000915466,0.040419812,0.08082698099999999,600.0,800.0,600.0,500.0,,0.002414785,0.000941241,159.0,158.0,"{'path': 'media/graph/graph_summary_11cf4edb.graph.json', 'size': 993, '_type': 'graph-file', 'sha256': '11cf4edb5b05edbb71f3da6ac1763594ebf72a843b4fd0bd09bf0fd52b1b8c45'}",0.001000974,12.45983624,0.007389558,0.001413811,1588232092.0,108.0,0.0069361940000000006,4.914046194329068,6600.0
785,785,785,glorious-sweep-198,1000.0,900,300,900,600,100,800,relu,adam,relu,250.0,4,0.0005,0.001026724,0.096585244,0.088840146,800.0,100.0,700.0,900.0,,0.003291282,0.001543874,93.0,92.0,"{'path': 'media/graph/graph_summary_f260984b.graph.json', 'size': 853, '_type': 'graph-file', 'sha256': 'f260984beadf91383c6a133a95261b4f7565f8a68275bed10878a3149b761d52'}",0.001325292,10.05373669,0.007415082,0.00196599,1588232036.0,42.0,0.005715161999999999,5.736969583325329,6100.0
786,786,786,fiery-sweep-197,1000.0,600,200,800,900,800,800,relu,adam,relu,750.0,7,0.0005,0.001093288,0.017662947,0.1274215,500.0,50.0,600.0,100.0,,0.002790388,0.001256933,80.0,79.0,"{'path': 'media/graph/graph_summary_63151de6.graph.json', 'size': 1273, '_type': 'graph-file', 'sha256': '63151de6b2277fbab7ffb514760a821b81d9ce92f09790d49f6c40caadf37333'}",-3.46e-05,10.74785876,0.009768954,0.002824975,1588232008.0,29.0,0.008170946,5.282412327715435,5350.0
787,787,787,summer-sweep-196,1000.0,800,50,900,800,1000,500,relu,adam,relu,350.0,1,0.0005,0.00087351,0.042464753,0.081287293,700.0,300.0,500.0,500.0,,0.002570619,0.001682672,119.0,118.0,"{'path': 'media/graph/graph_summary_be15bfe5.graph.json', 'size': 573, '_type': 'graph-file', 'sha256': 'be15bfe5f5b014341528e6bf543d31142f3e61d7c33a0c94f4640e12ed672386'}",0.000181808,8.72979331,0.008213175999999999,0.002388811,1588231981.0,68.0,0.007268342,5.070127217338832,6050.0
788,788,788,floral-sweep-196,1000.0,900,900,1000,600,500,800,relu,adam,relu,800.0,10,0.0005,0.000832686,0.011425767,0.17496382600000002,1000.0,100.0,500.0,700.0,,0.002768868,0.000940434,97.0,96.0,"{'path': 'media/graph/graph_summary_88e8e046.graph.json', 'size': 1694, '_type': 'graph-file', 'sha256': '88e8e046ab6ff5cac893a019ed4915897a1afcc134b9f70e955ae892c81c4968'}",0.0007319439999999999,14.98611975,0.006276195,0.002036924,1588231953.0,46.0,0.005272747,5.262003420751453,7000.0
789,789,789,hopeful-sweep-194,1000.0,800,800,900,50,800,1000,relu,adam,relu,250.0,8,0.0005,0.000899009,0.179448465,0.120494191,200.0,800.0,600.0,600.0,,0.002339328,0.001631407,71.0,70.0,"{'path': 'media/graph/graph_summary_7f245e6c.graph.json', 'size': 1411, '_type': 'graph-file', 'sha256': '7f245e6c50b6b13fd35d2e6ee3662d152599e931b031f0789ad7b79304680919'}",-0.000303603,12.93411684,0.009955118,0.002642931,1588231897.0,20.0,0.007620851999999998,4.836660004589944,6550.0
790,790,790,amber-sweep-193,1000.0,800,600,800,200,600,600,relu,adam,relu,850.0,2,0.0005,0.000916982,0.089299536,0.097124504,700.0,600.0,1000.0,300.0,,0.002434727,0.001741726,248.0,247.0,"{'path': 'media/graph/graph_summary_be15bfe5.graph.json', 'size': 573, '_type': 'graph-file', 'sha256': 'be15bfe5f5b014341528e6bf543d31142f3e61d7c33a0c94f4640e12ed672386'}",0.000228282,12.00106549,0.008483465,0.002206444,1588231872.0,197.0,0.008061361,4.934295289096509,6200.0
791,791,791,leafy-sweep-191,1000.0,1000,400,600,800,1000,400,relu,adam,relu,750.0,6,0.0005,0.00080586,0.113375281,0.08679296199999999,300.0,100.0,200.0,600.0,,0.003254194,0.002237746,70.0,69.0,"{'path': 'media/graph/graph_summary_471693d7.graph.json', 'size': 1137, '_type': 'graph-file', 'sha256': '471693d770eef32459f10757e88b13ecf63ec35d89f49576ded2efa47b418d4d'}",-0.000381729,9.087329865,0.011625357,0.003635923,1588231815.0,19.0,0.010155824,5.704554320891335,5400.0
792,792,792,splendid-sweep-190,1000.0,1000,400,700,300,1000,300,relu,adam,relu,900.0,6,0.0005,0.000848974,0.07030010099999999,0.122232355,900.0,50.0,400.0,500.0,,0.0027091190000000003,0.001375666,150.0,149.0,"{'path': 'media/graph/graph_summary_71513871.graph.json', 'size': 1137, '_type': 'graph-file', 'sha256': '715138711d1b841341af44e92c05c17ebfaca6924f1037232bd7cbca864b791b'}",0.0007747030000000001,11.17580843,0.007824683,0.001934416,1588231787.0,99.0,0.006741073,5.2049197880466895,5550.0
793,793,793,fearless-sweep-189,1000.0,600,100,400,800,300,700,relu,adam,relu,500.0,9,0.0005,0.001007621,0.136351908,0.138525079,900.0,50.0,900.0,400.0,,0.003340202,0.001505715,102.0,101.0,"{'path': 'media/graph/graph_summary_1e7cb811.graph.json', 'size': 1548, '_type': 'graph-file', 'sha256': '1e7cb8112240d93032ce0ab937a56ef97d60691cb2cb54fba0382f05efd1e3af'}",0.000896105,14.82555771,0.007505451,0.002444098,1588231756.0,51.0,0.006300526,5.779448070534071,5150.0
794,794,794,decent-sweep-188,1000.0,800,700,800,300,800,400,relu,adam,relu,800.0,8,0.0005,0.000947554,0.060461290999999986,0.120419651,700.0,400.0,700.0,900.0,,0.002336962,0.001234905,98.0,97.0,"{'path': 'media/graph/graph_summary_5de5f1bd.graph.json', 'size': 1413, '_type': 'graph-file', 'sha256': '5de5f1bd9b0aa3a323f4b69b5b0d901302bde36fffbff4e526b375ade07c0d44'}",1.11e-05,15.31881213,0.010096931,0.002325846,1588231724.0,47.0,0.006939175,4.834213483080779,6500.0
795,795,795,copper-sweep-187,1000.0,900,400,900,1000,1000,1000,relu,adam,relu,1000.0,4,0.0005,0.000870852,0.094899468,0.15187626099999998,1000.0,600.0,100.0,50.0,,0.0031473990000000004,0.001800865,91.0,90.0,"{'path': 'media/graph/graph_summary_8cc9d0ca.graph.json', 'size': 853, '_type': 'graph-file', 'sha256': '8cc9d0ca07de27c749c2a10311822787c2dee9ff8279e9db9c886c4fe2978425'}",0.000512152,14.75077033,0.006431885,0.0026352470000000003,1588231692.0,40.0,0.005922855,5.610168446668959,6950.0
796,796,796,solar-sweep-186,1000.0,1000,900,400,700,800,600,relu,adam,relu,700.0,3,0.0005,0.000941736,0.119852979,0.14409407300000002,500.0,200.0,200.0,50.0,,0.003011693,0.001706467,130.0,129.0,"{'path': 'media/graph/graph_summary_a4824bd4.graph.json', 'size': 715, '_type': 'graph-file', 'sha256': 'a4824bd41289ff92fac55ba5227ebe7c17014f1208a5817abb1cf67aa0772694'}",0.0005324759999999999,27.39115953,0.007136245,0.002479217,1588231657.0,79.0,0.0065456740000000005,5.487889393929145,5350.0
797,797,797,restful-sweep-184,1000.0,500,500,400,500,1000,500,relu,adam,relu,900.0,3,0.0005,0.000890455,0.081006865,0.12910208,600.0,300.0,900.0,200.0,,0.003015841,0.001750429,125.0,124.0,"{'path': 'media/graph/graph_summary_9404f944.graph.json', 'size': 713, '_type': 'graph-file', 'sha256': '9404f944b33834dcafe1d9fdfe8191bd2cdf82581f579e287db0b179ab224667'}",0.000347044,25.39366031,0.007630889,0.002668798,1588192602.0,74.0,0.006895649,5.49166732422859,5400.0
798,798,798,divine-sweep-183,1000.0,1000,50,400,900,200,200,relu,adam,relu,500.0,1,0.0005,0.000966809,0.062043009,0.155411314,50.0,900.0,600.0,100.0,,0.003052303,0.001789064,132.0,131.0,"{'path': 'media/graph/graph_summary_78dad8d6.graph.json', 'size': 576, '_type': 'graph-file', 'sha256': '78dad8d61d148f841ed0096c699d5b4601b88b5209c5b5fc2fea8d61a58a6909'}",0.0005050380000000001,28.47703171,0.007131279,0.002547265,1588192544.0,81.0,0.00609495,5.524765153379825,4400.0
