,Unnamed: 0,Unnamed: 0.1,name,epochs,layer_1,layer_2,layer_3,layer_4,layer_5,layer_6,act_layer,optimizer,activation,batch_size,num_layers,weight_decay,learning_rate,dropout,validation_split,layer_7,layer_8,layer_9,layer_10,lr,MSE,loss,_step,epoch,graph,MSE_diff,_runtime,val_loss,MSE_train,_timestamp,best_epoch,best_val_loss,RMSPE,num_nodes_total
271,271,271,zesty-sweep-194,1000.0,850,100,650,450,950,950,relu,adam,relu,350.0,6,0.0005,0.001137932,0.007303519,0.090717144,,,,,,0.002576539,0.000902385,117.0,116.0,"{'path': 'media/graph/graph_summary_a65005cd.graph.json', 'size': 1131, '_type': 'graph-file', 'sha256': 'a65005cd275baa1907598a25580ec4dfcda67d666dd59595ad3d8b7340ae407c'}",-0.000341802,11.36061168,0.010744958999999998,0.002918341,1588258514.0,16.0,0.008298498,5.0759619777929785,3950.0
272,272,272,sweet-sweep-193,1000.0,700,100,600,300,1000,750,relu,adam,relu,500.0,6,0.0005,0.001284232,0.018306635,0.08450082199999999,,,,,,0.002258423,0.000603679,197.0,196.0,"{'path': 'media/graph/graph_summary_48d02e94.graph.json', 'size': 1133, '_type': 'graph-file', 'sha256': '48d02e94302f6612bd06a16344969d5f68851781359b410136bb2dc18e59c34e'}",0.0006987060000000001,12.86059952,0.007575558,0.0015597170000000002,1588258486.0,96.0,0.005439196,4.7522868179435465,3450.0
273,273,273,spring-sweep-192,1000.0,800,200,700,350,1000,750,relu,adam,relu,400.0,6,0.0005,0.001750739,0.001121795,0.094355538,,,,,,0.002319222,0.001185515,157.0,156.0,"{'path': 'media/graph/graph_summary_3e4dc8c5.graph.json', 'size': 1135, '_type': 'graph-file', 'sha256': '3e4dc8c5d0324883e4e151f654fc12bdaaa25bf2459a871edb0086ab12cd658b'}",0.00044856,12.76485538,0.00815652,0.001870661,1588258456.0,56.0,0.006872833,4.815830146506415,3800.0
274,274,274,twilight-sweep-190,1000.0,700,200,700,550,900,850,relu,adam,relu,450.0,6,0.0005,0.001724246,0.023499243,0.08294848,,,,,,0.002839565,0.001048008,128.0,127.0,"{'path': 'media/graph/graph_summary_6586ae88.graph.json', 'size': 1133, '_type': 'graph-file', 'sha256': '6586ae88718f51dee0847f3c7e98d22ebdbd7dcc73f3f4fcfd71d52b067b1e96'}",0.000270196,10.95070744,0.007940879,0.002569369,1588258392.0,27.0,0.007114547,5.328756890682854,3900.0
275,275,275,earthy-sweep-188,1000.0,750,250,650,600,950,850,relu,adam,relu,700.0,6,0.0005,0.00135346,0.018335877,0.082788969,,,,,,0.002487856,0.00072619,214.0,213.0,"{'path': 'media/graph/graph_summary_95f8d529.graph.json', 'size': 1133, '_type': 'graph-file', 'sha256': '95f8d529eedeb5791983201922e1ec0f2696d3ddc86456022993e112b9551557'}",0.001091547,14.83830976,0.006108945,0.001396309,1588258334.0,113.0,0.004604726,4.987841216398133,4050.0
276,276,276,stilted-sweep-185,1000.0,700,200,800,450,1000,750,relu,adam,relu,550.0,6,0.0005,0.001752772,0.003095389,0.091457848,,,,,,0.002459439,0.001372926,142.0,141.0,"{'path': 'media/graph/graph_summary_eea0512f.graph.json', 'size': 1135, '_type': 'graph-file', 'sha256': 'eea0512fe715a1301e6a9697d2b21c3e6c107991df09d495c67d76eb78458aca'}",0.00028623,11.68773699,0.00931762,0.002173208,1588258232.0,41.0,0.006894966,4.959273132224117,3900.0
277,277,277,absurd-sweep-184,1000.0,750,300,650,500,950,950,relu,adam,relu,400.0,6,0.0005,0.001618872,0.037935603,0.087733348,,,,,,0.002624833,0.000956893,128.0,127.0,"{'path': 'media/graph/graph_summary_574f04a0.graph.json', 'size': 1133, '_type': 'graph-file', 'sha256': '574f04a00a3b73727265f63648aea4a673e008003561c797ac4a5d6118c36a34'}",0.000106939,12.64916539,0.009323566,0.002517894,1588258203.0,27.0,0.007737584,5.123312405075451,4100.0
278,278,278,unique-sweep-180,1000.0,850,250,600,600,950,1000,relu,adam,relu,400.0,6,0.0005,0.00141747,0.027024348,0.083922557,,,,,,0.002547308,0.0006161830000000001,200.0,199.0,"{'path': 'media/graph/graph_summary_fa1db3c5.graph.json', 'size': 1133, '_type': 'graph-file', 'sha256': 'fa1db3c56a539bd71dcb5947f34879c5e54d26a42fcb20f112bacb419e13373f'}",0.001237956,15.30506039,0.006522106999999999,0.001309352,1588258082.0,99.0,0.005302141999999999,5.047086288146855,4250.0
279,279,279,gallant-sweep-179,1000.0,700,300,750,400,1000,950,relu,adam,relu,600.0,6,0.0005,0.001249639,0.040288836,0.088010583,,,,,,0.002851981,0.0008568439999999999,132.0,131.0,"{'path': 'media/graph/graph_summary_9629d5dc.graph.json', 'size': 1135, '_type': 'graph-file', 'sha256': '9629d5dca568f55857d0d6f2142ec94e33b1632afb639e268a49617740af7ca4'}",0.000474015,11.34465432,0.011061975,0.002377966,1588258048.0,31.0,0.008048600000000001,5.340394180208049,4100.0
280,280,280,frosty-sweep-178,1000.0,850,250,700,600,950,950,relu,adam,relu,400.0,6,0.0005,0.001662082,0.010966023,0.097524736,,,,,,0.002597736,0.001012304,165.0,164.0,"{'path': 'media/graph/graph_summary_dc2ecdbd.graph.json', 'size': 1133, '_type': 'graph-file', 'sha256': 'dc2ecdbdb3d8c7483a231ee3fbf28fc0f8d20ebc70fbc3a50525acee5118ef7a'}",0.000450521,13.90480661,0.010510263,0.002147215,1588258021.0,64.0,0.007630586999999999,5.096798995448025,4300.0
281,281,281,honest-sweep-177,1000.0,800,100,900,550,900,900,relu,adam,relu,650.0,6,0.0005,0.001837232,0.004639596,0.08955913800000001,,,,,,0.002901129,0.0014283820000000002,190.0,189.0,"{'path': 'media/graph/graph_summary_62365257.graph.json', 'size': 1131, '_type': 'graph-file', 'sha256': '62365257eecc25fae73d16f46519b87a986d89854d889ae96517d12e3dbca8aa'}",0.001028055,14.82434607,0.011105309,0.001873073,1588257994.0,89.0,0.0066923830000000005,5.386212955314708,4150.0
282,282,282,daily-sweep-176,1000.0,750,250,650,550,950,1000,relu,adam,relu,400.0,6,0.0005,0.001404951,0.010572492,0.091397553,,,,,,0.00253011,0.000727542,162.0,161.0,"{'path': 'media/graph/graph_summary_080b64e0.graph.json', 'size': 1133, '_type': 'graph-file', 'sha256': '080b64e0978966baea323e0706acfc63aed46972c915becb1d5ee6e2ef8e72e6'}",0.000939761,14.03146672,0.006370454,0.001590349,1588257964.0,61.0,0.005832529,5.030019880676417,4150.0
283,283,283,dandy-sweep-175,1000.0,800,250,850,550,1000,700,relu,adam,relu,350.0,6,0.0005,0.001519483,0.03460291,0.08853995099999999,,,,,,0.002793556,0.000707669,179.0,178.0,"{'path': 'media/graph/graph_summary_4cc4eb2c.graph.json', 'size': 1135, '_type': 'graph-file', 'sha256': '4cc4eb2cb647d69df103b6676de676983eedf98d8a4d9c9290c4a8500a09fda8'}",0.001145143,14.53910923,0.008658141999999999,0.0016484129999999998,1588257934.0,78.0,0.007007258000000001,5.285410107077785,4150.0
284,284,284,ruby-sweep-174,1000.0,700,200,600,600,950,850,relu,adam,relu,500.0,6,0.0005,0.001291328,0.011144455,0.088010644,,,,,,0.002891386,0.000911075,127.0,126.0,"{'path': 'media/graph/graph_summary_a77fec55.graph.json', 'size': 1133, '_type': 'graph-file', 'sha256': 'a77fec551ee55e3a12fc7a5c2b766687f7ac3953cc1629791f48c1423fa982d4'}",0.00038586,10.97963142,0.009712472,0.002505526,1588257902.0,26.0,0.00861177,5.37716096095328,3900.0
285,285,285,icy-sweep-173,1000.0,700,300,900,500,1000,900,relu,adam,relu,350.0,6,0.0005,0.001302141,0.019557269,0.085240872,,,,,,0.002229131,0.00075093,156.0,155.0,"{'path': 'media/graph/graph_summary_166c316c.graph.json', 'size': 1135, '_type': 'graph-file', 'sha256': '166c316cfd5916711c5056aa1f802b1b5d292790680d8315fd586194d558989e'}",0.000595494,13.3363266,0.009280958,0.001633637,1588257869.0,55.0,0.005994516,4.721367386679414,4300.0
286,286,286,rural-sweep-173,1000.0,850,250,650,400,900,800,relu,adam,relu,600.0,6,0.0005,0.001419548,0.044945946,0.086487947,,,,,,0.002590983,0.001336154,153.0,152.0,"{'path': 'media/graph/graph_summary_f2d4dd11.graph.json', 'size': 1133, '_type': 'graph-file', 'sha256': 'f2d4dd110d908db1cadbc8f961006fdc84f0bf2cd27530e8af6c497bdb5196d5'}",0.000522687,12.13454127,0.009271187,0.002068296,1588257838.0,52.0,0.0075213380000000015,5.090169938224067,3850.0
287,287,287,clear-sweep-172,1000.0,800,150,800,400,1000,750,relu,adam,relu,550.0,6,0.0005,0.001405891,0.015127692,0.093428273,,,,,,0.002425642,0.0006150390000000001,190.0,189.0,"{'path': 'media/graph/graph_summary_ea3ee311.graph.json', 'size': 1135, '_type': 'graph-file', 'sha256': 'ea3ee3117ac397104983a10dd23673543f57b32cf170a00cda46f7c8bd2a583c'}",0.000841545,13.80706739,0.008630491,0.001584097,1588257777.0,89.0,0.006452645,4.925080709998568,3900.0
288,288,288,peach-sweep-171,1000.0,900,150,700,600,1000,700,relu,adam,relu,600.0,6,0.0005,0.001985601,0.021026467000000004,0.088865439,,,,,,0.002834324,0.001199771,170.0,169.0,"{'path': 'media/graph/graph_summary_d812f8e2.graph.json', 'size': 1135, '_type': 'graph-file', 'sha256': 'd812f8e26a9d2d57e8a2969e399753722285fbfad4957d19e6fd5df7333402f1'}",0.0006399390000000001,13.57668352,0.008213214,0.002194385,1588257713.0,69.0,0.006854535,5.323836962191836,4050.0
289,289,289,spring-sweep-169,1000.0,750,250,600,450,1000,750,relu,adam,relu,550.0,6,0.0005,0.0013910379999999998,0.008270061,0.086298802,,,,,,0.002968047,0.000932901,126.0,125.0,"{'path': 'media/graph/graph_summary_7dcadc6a.graph.json', 'size': 1135, '_type': 'graph-file', 'sha256': '7dcadc6a44f7f2fe18b19f2580b9cb52e8b2d02a81c79a0dbc7b3d6383bd9a4d'}",0.000598489,10.83501768,0.007446933,0.002369557,1588257653.0,25.0,0.006014296,5.447978524186746,3800.0
290,290,290,ancient-sweep-168,,750,300,750,400,1000,1000,relu,adam,,500.0,6,,0.001366726,0.017489484,0.087014841,,,,,,,,,,,,,,,,,,,4200.0
291,291,291,pious-sweep-168,1000.0,750,250,800,550,950,800,relu,adam,relu,350.0,6,0.0005,0.001309412,0.047107245,0.095442744,,,,,,0.00255752,0.001141425,136.0,135.0,"{'path': 'media/graph/graph_summary_b7797a55.graph.json', 'size': 1133, '_type': 'graph-file', 'sha256': 'b7797a5517ff19f3085e124bef399694306336f8cb69516fe3907d36f82c295f'}",0.000218523,12.90148997,0.01035261,0.002338997,1588257609.0,35.0,0.008341148,5.0571928972504105,4100.0
292,292,292,hardy-sweep-169,1000.0,900,250,850,600,1000,1000,relu,adam,relu,600.0,6,0.0005,0.001169812,0.032297658,0.085803095,,,,,,0.002898177,0.001297521,130.0,129.0,"{'path': 'media/graph/graph_summary_925f3cc1.graph.json', 'size': 1135, '_type': 'graph-file', 'sha256': '925f3cc1e8e4df556211d2755513ac3b34b02e13033cff1777974790e894f316'}",0.000396511,13.534796,0.008849469,0.002501666,1588257452.0,29.0,0.006551058,5.383471928040491,4600.0
293,293,293,daily-sweep-169,1000.0,700,300,700,400,1000,950,relu,adam,relu,600.0,6,0.0005,0.00150311,0.034506945,0.088665745,,,,,,0.002551396,0.001089147,155.0,154.0,"{'path': 'media/graph/graph_summary_d071ec30.graph.json', 'size': 1135, '_type': 'graph-file', 'sha256': 'd071ec3065dd2a2d6b40053574267a2d2cd2f30e9e5e9e6f00f603d700942df0'}",0.000583648,12.08168268,0.007141699000000001,0.001967748,1588257422.0,54.0,0.006462002,5.051134526024822,4050.0
294,294,294,chocolate-sweep-168,1000.0,850,150,700,300,900,1000,relu,adam,relu,550.0,6,0.0005,0.0017906220000000004,0.018394056,0.097948163,,,,,,0.002745816,0.001153928,165.0,164.0,"{'path': 'media/graph/graph_summary_3f1acd5f.graph.json', 'size': 1133, '_type': 'graph-file', 'sha256': '3f1acd5f64efb148b75fb9865222ecb2ef379b6c88b78bc295ea61ea0a631fe7'}",0.000616412,12.41180038,0.008831663,0.002129404,1588257393.0,64.0,0.006533877,5.2400534348420535,3900.0
295,295,295,wise-sweep-165,1000.0,850,300,750,400,1000,700,relu,adam,relu,450.0,6,0.0005,0.001567772,0.011330074,0.08988537099999999,,,,,,0.002782609,0.000647828,224.0,223.0,"{'path': 'media/graph/graph_summary_e1643327.graph.json', 'size': 1135, '_type': 'graph-file', 'sha256': 'e1643327138ad2f08548b3822daba98317e9b773fff346d5d9fb2fd3475500f7'}",0.0015224420000000002,16.58064818,0.006591456,0.001260167,1588257305.0,123.0,0.0055134630000000006,5.275044075645245,4000.0
296,296,296,crisp-sweep-164,1000.0,750,300,700,350,1000,850,relu,adam,relu,400.0,6,0.0005,0.001123675,0.022872434,0.08887492400000001,,,,,,0.0029752470000000003,0.0008712660000000001,126.0,125.0,"{'path': 'media/graph/graph_summary_99b81ad3.graph.json', 'size': 1135, '_type': 'graph-file', 'sha256': '99b81ad3a2b4909299aa25ce7e847b7ff80d843c3e59ecd964c17dba38bac8ef'}",0.0006807289999999999,11.04146552,0.009543989,0.002294518,1588257271.0,25.0,0.007150296,5.454582477147082,3950.0
297,297,297,true-sweep-162,1000.0,800,200,650,400,1000,750,relu,adam,relu,300.0,6,0.0005,0.001853958,0.043764477,0.082094332,,,,,,0.002547522,0.000609949,245.0,244.0,"{'path': 'media/graph/graph_summary_624570c1.graph.json', 'size': 1135, '_type': 'graph-file', 'sha256': '624570c19e42e4418c48f784ef08ea16f494fd3cb57f33c650edf7d02f1a64f4'}",0.001418276,18.37484908,0.007257706,0.001129246,1588257211.0,144.0,0.004928596,5.047298287202769,3800.0
298,298,298,volcanic-sweep-161,1000.0,850,250,650,500,950,750,relu,adam,relu,500.0,6,0.0005,0.001274573,0.002600967,0.08738269,,,,,,0.00281885,0.000840752,119.0,118.0,"{'path': 'media/graph/graph_summary_bc94a281.graph.json', 'size': 1133, '_type': 'graph-file', 'sha256': 'bc94a281979b6e15c2f8e7ae5ed18e5e56abb16e12e18484a578e8300df7cfe7'}",0.000196398,10.78116226,0.007712029,0.002622452,1588257174.0,18.0,0.007029965,5.3092843208854426,3950.0
299,299,299,apricot-sweep-160,1000.0,700,100,850,350,950,1000,relu,adam,relu,550.0,6,0.0005,0.001873053,0.033557657000000005,0.089984971,,,,,,0.002602416,0.001391449,127.0,126.0,"{'path': 'media/graph/graph_summary_2b3b93eb.graph.json', 'size': 1131, '_type': 'graph-file', 'sha256': '2b3b93eb649d4098831c03477b3de496747878aca36f6e76b3acdbb06bc0a77c'}",-0.000247947,10.27351975,0.008929029,0.002850362,1588257146.0,26.0,0.007446817,5.101388046404626,3950.0
300,300,300,wobbly-sweep-160,1000.0,750,150,600,500,950,950,relu,adam,relu,300.0,6,0.0005,0.001693276,0.007748933,0.081152209,,,,,,0.002485507,0.000635459,186.0,185.0,"{'path': 'media/graph/graph_summary_7ca6d946.graph.json', 'size': 1132, '_type': 'graph-file', 'sha256': '7ca6d946b7e16258b43ab00ac48540a9134fc2b8cdccf7103ac24aa858007fbe'}",0.00086008,14.57401609,0.008729760999999999,0.001625427,1588257118.0,85.0,0.005526756,4.985485934189365,3900.0
301,301,301,celestial-sweep-160,1000.0,750,100,850,550,900,900,relu,adam,relu,600.0,6,0.0005,0.001907604,0.035618891,0.08724660199999999,,,,,,0.002932255,0.001129013,201.0,200.0,"{'path': 'media/graph/graph_summary_2cecfcda.graph.json', 'size': 1131, '_type': 'graph-file', 'sha256': '2cecfcda46f4ab86a9f6f28ba23768e8e19a8f2462f5502109838d9c8d2582ba'}",0.000751895,14.01750469,0.008575962,0.00218036,1588257088.0,100.0,0.00795177,5.415030009150457,4050.0
302,302,302,fallen-sweep-157,1000.0,900,200,800,600,900,750,relu,adam,relu,350.0,6,0.0005,0.001922885,0.042551732,0.087396954,,,,,,0.002978815,0.001081187,151.0,150.0,"{'path': 'media/graph/graph_summary_848c5c0b.graph.json', 'size': 1133, '_type': 'graph-file', 'sha256': '848c5c0ba84a5bcf7c619ee35fd755dbe2fb3a9613474deef2774d0169bc1b59'}",0.000856078,13.64948869,0.010280299,0.002122737,1588256995.0,50.0,0.006429066,5.457852141639603,4150.0
303,303,303,classic-sweep-157,1000.0,750,200,800,550,950,950,relu,adam,relu,350.0,6,0.0005,0.001320721,0.026641774,0.085097356,,,,,,0.002952836,0.000770635,139.0,138.0,"{'path': 'media/graph/graph_summary_4b2a042a.graph.json', 'size': 1133, '_type': 'graph-file', 'sha256': '4b2a042a04a3942412cf8c7edae8970ebf535d4f3ac4837b9478d5914b566764'}",0.000991974,13.23772907,0.00819008,0.0019608620000000003,1588256966.0,38.0,0.005167453,5.434000368052987,4200.0
304,304,304,fanciful-sweep-156,1000.0,900,150,850,450,1000,950,relu,adam,relu,500.0,6,0.0005,0.001600128,0.038991000000000005,0.090018284,,,,,,0.002496944,0.0008815460000000002,204.0,203.0,"{'path': 'media/graph/graph_summary_b2fdf96b.graph.json', 'size': 1135, '_type': 'graph-file', 'sha256': 'b2fdf96b0bdfbd851cd79cd1d1e13f105528373cac5bbe8369e2085b26528e3d'}",0.001044203,14.45932317,0.007181471,0.001452741,1588256910.0,103.0,0.005479818000000001,4.996943065515155,4300.0
305,305,305,decent-sweep-154,1000.0,850,100,700,400,1000,850,relu,adam,relu,600.0,6,0.0005,0.001256414,0.027958526,0.092646302,,,,,,0.002553662,0.001075683,126.0,125.0,"{'path': 'media/graph/graph_summary_02cdc9f3.graph.json', 'size': 1133, '_type': 'graph-file', 'sha256': '02cdc9f3863dae8a48c82ba45c06eead00d152db0fd0af549c0b276bb34ab634'}",-0.000153144,10.39918351,0.014266008,0.002706806,1588256848.0,25.0,0.008942602,5.053377088640823,3900.0
306,306,306,visionary-sweep-154,1000.0,800,300,650,400,900,900,relu,adam,relu,650.0,6,0.0005,0.001747093,0.002653988,0.095720044,,,,,,0.002756516,0.001093888,143.0,142.0,"{'path': 'media/graph/graph_summary_69d5a072.graph.json', 'size': 1133, '_type': 'graph-file', 'sha256': '69d5a0723599c59db44c23c4d0b7a899ce718035fea8c138fdbdaaa263b1a75a'}",0.000253986,11.81938481,0.009681474,0.00250253,1588256820.0,42.0,0.007169991,5.250253327221459,3950.0
307,307,307,atomic-sweep-152,1000.0,750,250,800,400,1000,850,relu,adam,relu,450.0,6,0.0005,0.001027133,0.025198648,0.085681319,,,,,,0.0026507590000000004,0.000962292,124.0,123.0,"{'path': 'media/graph/graph_summary_e39d4dd2.graph.json', 'size': 1135, '_type': 'graph-file', 'sha256': 'e39d4dd2fd2269c786d2bbdeeac51c6d2e5b414a7563b3ee4b7473557c2c6555'}",0.00026705,15.19834614,0.009358173,0.002383709,1588256754.0,23.0,0.0073170230000000015,5.148552223683859,4050.0
308,308,308,gallant-sweep-152,1000.0,750,150,650,350,900,900,relu,adam,relu,500.0,6,0.0005,0.001194537,0.025443438,0.097395801,,,,,,0.00270681,0.0008890430000000002,137.0,136.0,"{'path': 'media/graph/graph_summary_50e0ffa2.graph.json', 'size': 1132, '_type': 'graph-file', 'sha256': '50e0ffa213b346f63009a20ac4c9835006e03db1aeb71406567adbe63739960b'}",0.000528653,11.56506538,0.008382411,0.002178156,1588256722.0,36.0,0.007525499999999998,5.202701221481011,3700.0
309,309,309,legendary-sweep-150,1000.0,700,300,700,500,950,800,relu,adam,relu,550.0,6,0.0005,0.00138571,0.019669786,0.08396461699999999,,,,,,0.00221799,0.00053439,303.0,302.0,"{'path': 'media/graph/graph_summary_70e0a1fb.graph.json', 'size': 1133, '_type': 'graph-file', 'sha256': '70e0a1fbb4889c7604b9110de08a9bdb583902316ff60bbb75515565dac9de79'}",0.001146728,19.90276289,0.008165268,0.001071262,1588256663.0,202.0,0.006100591,4.709554119022309,3950.0
310,310,310,visionary-sweep-149,1000.0,800,200,750,600,950,750,relu,adam,relu,350.0,6,0.0005,0.00168756,0.045696122,0.082704561,,,,,,0.002674851,0.000825915,185.0,184.0,"{'path': 'media/graph/graph_summary_eb96a9b8.graph.json', 'size': 1133, '_type': 'graph-file', 'sha256': 'eb96a9b8f4ec60b07638acc1302084aa43d7464cf5f12b5557c9fbdd9b1b8499'}",0.001089763,15.50951362,0.007052364,0.001585088,1588256624.0,84.0,0.005475903000000001,5.171896170651534,4050.0
311,311,311,dainty-sweep-148,1000.0,700,100,700,300,950,850,relu,adam,relu,600.0,6,0.0005,0.001276197,0.031685287,0.082368013,,,,,,0.002875997,0.000444773,281.0,280.0,"{'path': 'media/graph/graph_summary_e5ef6706.graph.json', 'size': 1131, '_type': 'graph-file', 'sha256': 'e5ef67067abfd91a7ac3af2cdb7438ddec74a6d1676767c18d33189d94b0d0de'}",0.001862979,14.89715195,0.006109138,0.001013018,1588256595.0,180.0,0.00554911,5.362832274088012,3600.0
312,312,312,twilight-sweep-147,1000.0,850,250,900,500,950,950,relu,adam,relu,600.0,6,0.0005,0.001939277,0.042284469000000005,0.091198696,,,,,,0.002833963,0.0015400879999999998,134.0,133.0,"{'path': 'media/graph/graph_summary_65eb6bc7.graph.json', 'size': 1133, '_type': 'graph-file', 'sha256': '65eb6bc7c680b9efc13e4da5f5e7827260acbf2d13c40f2a2d2a1c838e32f8c4'}",-0.000106817,12.55641317,0.010872278,0.00294078,1588256564.0,33.0,0.008836045,5.3234979102090385,4400.0
313,313,313,earthy-sweep-146,1000.0,900,150,600,300,1000,900,relu,adam,relu,450.0,6,0.0005,0.001532344,0.024288381,0.093868063,,,,,,0.002696028,0.000982623,174.0,173.0,"{'path': 'media/graph/graph_summary_0a890413.graph.json', 'size': 1134, '_type': 'graph-file', 'sha256': '0a8904136077bdb3f02ff344c1d2293cc8ca8b0a2a0cb61907a44a2114466e46'}",0.000870865,12.98327112,0.007523216,0.001825163,1588256535.0,73.0,0.006401524,5.192328957221413,3850.0
314,314,314,sage-sweep-145,1000.0,750,150,850,550,950,900,relu,adam,relu,600.0,6,0.0005,0.001716323,0.025437514,0.086116842,,,,,,0.002604514,0.001135007,205.0,204.0,"{'path': 'media/graph/graph_summary_9625478b.graph.json', 'size': 1133, '_type': 'graph-file', 'sha256': '9625478beb38926179718b116b65fd756b776a883202246198507cb72b371bd3'}",0.0007186769999999999,14.71464014,0.010347421,0.001885837,1588256503.0,104.0,0.006750343000000001,5.103443935226486,4150.0
315,315,315,driven-sweep-144,1000.0,900,200,650,500,950,900,relu,adam,relu,450.0,6,0.0005,0.00144363,0.035309903,0.081008607,,,,,,0.002930684,0.000378433,296.0,295.0,"{'path': 'media/graph/graph_summary_7389ebfb.graph.json', 'size': 1133, '_type': 'graph-file', 'sha256': '7389ebfbb826ff8568045062a1e6746083ffd489985244ae697fd7a71a2b7137'}",0.0020220620000000003,19.2854135,0.006075395,0.000908623,1588256473.0,195.0,0.005124109,5.413579222658518,4100.0
316,316,316,soft-sweep-143,1000.0,850,300,800,400,1000,900,relu,adam,relu,450.0,6,0.0005,0.001861037,0.001090768,0.099953165,,,,,,0.0028767690000000004,0.0007764180000000001,216.0,215.0,"{'path': 'media/graph/graph_summary_5971edd3.graph.json', 'size': 1135, '_type': 'graph-file', 'sha256': '5971edd304d6e8dc24b39cbbf699718b517141060c19319b14c9d04747850278'}",0.0013167,17.11521864,0.006871835,0.001560069,1588256438.0,115.0,0.006191087,5.363551994713951,4250.0
317,317,317,frosty-sweep-143,1000.0,700,100,600,400,950,850,relu,adam,relu,550.0,6,0.0005,0.001937672,0.003243028,0.092946738,,,,,,0.002389123,0.000945036,190.0,189.0,"{'path': 'media/graph/graph_summary_1304e8a4.graph.json', 'size': 1131, '_type': 'graph-file', 'sha256': '1304e8a42144e7b7e24cb867a3966b2e545a454761c6b9d98d25f36e3ba5a439'}",0.000556241,13.51385164,0.007481011,0.001832881,1588256405.0,89.0,0.005752526,4.887865587349963,3600.0
318,318,318,lemon-sweep-142,1000.0,900,250,750,550,950,800,relu,adam,relu,600.0,6,0.0005,0.00108846,0.021937625,0.090331521,,,,,,0.002324695,0.0008239339999999999,146.0,145.0,"{'path': 'media/graph/graph_summary_7d55ceba.graph.json', 'size': 1133, '_type': 'graph-file', 'sha256': '7d55ceba1162680738601655d52a66e9fe508baee976d09bab5eb16526db6add'}",0.000309046,12.30009794,0.009658436,0.00201565,1588256346.0,45.0,0.006367360999999999,4.821509099856599,4200.0
319,319,319,pretty-sweep-141,1000.0,750,300,700,300,900,1000,relu,adam,relu,550.0,6,0.0005,0.001501149,0.013731459,0.083832222,,,,,,0.002897937,0.000868275,201.0,200.0,"{'path': 'media/graph/graph_summary_67eb4412.graph.json', 'size': 1133, '_type': 'graph-file', 'sha256': '67eb4412654f5956e887ac24ac44c9647e94663b269a53cfbb4162b512a21e77'}",0.001116956,15.41576481,0.008646924,0.001780981,1588256287.0,100.0,0.005763826999999999,5.383249018947573,3950.0
320,320,320,dazzling-sweep-140,1000.0,750,250,750,400,950,950,relu,adam,relu,700.0,6,0.0005,0.001037485,0.032734735,0.08596506599999999,,,,,,0.002883021,0.000684742,162.0,161.0,"{'path': 'media/graph/graph_summary_cb9c2d47.graph.json', 'size': 1133, '_type': 'graph-file', 'sha256': 'cb9c2d47ef197e014f4cf0fbaca3627cf5d8b7eebd5d0b8831f71f2302ff911f'}",0.000959336,12.14252043,0.009541965,0.001923685,1588256226.0,61.0,0.007055131,5.369377058840252,4050.0
321,321,321,magic-sweep-140,1000.0,900,300,800,600,900,750,relu,adam,relu,450.0,6,0.0005,0.001227016,0.006500373,0.093640371,,,,,,0.0029332090000000004,0.000915597,139.0,138.0,"{'path': 'media/graph/graph_summary_4bd719e6.graph.json', 'size': 1133, '_type': 'graph-file', 'sha256': '4bd719e61a4e5be1a3f64073b81c12a41bfda97868555a2190876faa87899e5a'}",0.000662029,12.94636965,0.008567896,0.00227118,1588256164.0,38.0,0.007291274,5.41591081905897,4250.0
322,322,322,dutiful-sweep-138,1000.0,800,300,650,550,1000,950,relu,adam,relu,700.0,6,0.0005,0.001521575,0.024556672,0.08567851,,,,,,0.002713325,0.001005134,141.0,140.0,"{'path': 'media/graph/graph_summary_7c0cfd27.graph.json', 'size': 1135, '_type': 'graph-file', 'sha256': '7c0cfd270fb77e60a50201b61e8ddaa1d9066fbe53659c12e67c8c59ddcfd55a'}",0.000367337,11.96698976,0.009143122,0.002345988,1588256106.0,40.0,0.007235788000000002,5.208958629131163,4250.0
323,323,323,confused-sweep-137,1000.0,850,200,600,500,950,900,relu,adam,relu,450.0,6,0.0005,0.001193895,0.038542603,0.085276288,,,,,,0.002361704,0.000620109,183.0,182.0,"{'path': 'media/graph/graph_summary_49eba22c.graph.json', 'size': 1133, '_type': 'graph-file', 'sha256': '49eba22c0832b59ae80d403fa1529d64e544f3581d9c895262ac1ab78571b87e'}",0.001003945,14.63684797,0.0072969559999999985,0.001357759,1588256040.0,82.0,0.006000204,4.8597366183775845,4000.0
324,324,324,gallant-sweep-136,1000.0,700,300,650,450,950,850,relu,adam,relu,500.0,6,0.0005,0.001197994,0.02144064,0.080259572,,,,,,0.002547895,0.000489475,251.0,250.0,"{'path': 'media/graph/graph_summary_fc1a556b.graph.json', 'size': 1133, '_type': 'graph-file', 'sha256': 'fc1a556b23460707143a14e1f5d5af37971601454a09ebd58a2d02b2c65cef88'}",0.001503303,16.12586522,0.007023292,0.001044592,1588255979.0,150.0,0.005672906,5.047667778291277,3900.0
