apartmentFloor,floors,fullArea,rooms,type,year,deptFreePrice,energyClass,propertyOwnership,population,avgAge,total_age_18,total_educated,lower_high_education,higher_high_education,median_income,lower_income_class,mid_income_class,high_income_class,total_purchasing_power,total_households,density,own_households,rent_households,median_income_household,low_incomeclass_households,mid_incomeclass_households,high_incomeclass_households,household_purchasing_power,total_buildings,flats,avg_size,apartment_buildings,total_jobs,employed,unemployed,students,pensioners,bus,store,doctor,school,sports
7,8,55,2,1,1960,210000,4,2,13691,42,11609,8175,1622,1496,20687,2572,7319,1965,263467412,7422,32.7,3139,4106,28449,1923,4480,1120,262663914,712,8018,59.5,7102,2758,6154,913,1092,3191,150.97560975609755,341.5121951219512,527.1219512195122,502.5609756097561,1396.560975609756
2,3,42,2,1,1976,130000,6,1,13691,42,11609,8175,1622,1496,20687,2572,7319,1965,263467412,7422,32.7,3139,4106,28449,1923,4480,1120,262663914,712,8018,59.5,7102,2758,6154,913,1092,3191,150.97560975609755,341.5121951219512,527.1219512195122,502.5609756097561,1396.560975609756
1,3,48,2,1,1958,173000,6,1,13691,42,11609,8175,1622,1496,20687,2572,7319,1965,263467412,7422,32.7,3139,4106,28449,1923,4480,1120,262663914,712,8018,59.5,7102,2758,6154,913,1092,3191,150.97560975609755,341.5121951219512,527.1219512195122,502.5609756097561,1396.560975609756
5,6,32,1,1,2005,185000,6,2,13691,42,11609,8175,1622,1496,20687,2572,7319,1965,263467412,7422,32.7,3139,4106,28449,1923,4480,1120,262663914,712,8018,59.5,7102,2758,6154,913,1092,3191,150.97560975609755,341.5121951219512,527.1219512195122,502.5609756097561,1396.560975609756
3,4,38,2,1,1959,168000,6,2,13691,42,11609,8175,1622,1496,20687,2572,7319,1965,263467412,7422,32.7,3139,4106,28449,1923,4480,1120,262663914,712,8018,59.5,7102,2758,6154,913,1092,3191,150.97560975609755,341.5121951219512,527.1219512195122,502.5609756097561,1396.560975609756
3,3,48,2,1,1958,172000,7,1,13691,42,11609,8175,1622,1496,20687,2572,7319,1965,263467412,7422,32.7,3139,4106,28449,1923,4480,1120,262663914,712,8018,59.5,7102,2758,6154,913,1092,3191,150.97560975609755,341.5121951219512,527.1219512195122,502.5609756097561,1396.560975609756
1,3,40,2,1,1976,156000,6,1,13691,42,11609,8175,1622,1496,20687,2572,7319,1965,263467412,7422,32.7,3139,4106,28449,1923,4480,1120,262663914,712,8018,59.5,7102,2758,6154,913,1092,3191,150.97560975609755,341.5121951219512,527.1219512195122,502.5609756097561,1396.560975609756
3,4,49,2,1,1959,185000,5,1,13691,42,11609,8175,1622,1496,20687,2572,7319,1965,263467412,7422,32.7,3139,4106,28449,1923,4480,1120,262663914,712,8018,59.5,7102,2758,6154,913,1092,3191,150.97560975609755,341.5121951219512,527.1219512195122,502.5609756097561,1396.560975609756
3,3,40,2,1,1958,170000,7,1,13691,42,11609,8175,1622,1496,20687,2572,7319,1965,263467412,7422,32.7,3139,4106,28449,1923,4480,1120,262663914,712,8018,59.5,7102,2758,6154,913,1092,3191,150.97560975609755,341.5121951219512,527.1219512195122,502.5609756097561,1396.560975609756
4,4,45,2,1,1964,220000,4,2,13691,42,11609,8175,1622,1496,20687,2572,7319,1965,263467412,7422,32.7,3139,4106,28449,1923,4480,1120,262663914,712,8018,59.5,7102,2758,6154,913,1092,3191,150.97560975609755,341.5121951219512,527.1219512195122,502.5609756097561,1396.560975609756
2,5,34,1,1,1980,110000,6,1,13691,42,11609,8175,1622,1496,20687,2572,7319,1965,263467412,7422,32.7,3139,4106,28449,1923,4480,1120,262663914,712,8018,59.5,7102,2758,6154,913,1092,3191,150.97560975609755,341.5121951219512,527.1219512195122,502.5609756097561,1396.560975609756
1,4,43,2,1,1961,164000,5,1,13691,42,11609,8175,1622,1496,20687,2572,7319,1965,263467412,7422,32.7,3139,4106,28449,1923,4480,1120,262663914,712,8018,59.5,7102,2758,6154,913,1092,3191,150.97560975609755,341.5121951219512,527.1219512195122,502.5609756097561,1396.560975609756
2,5,52,2,1,1973,149000,4,1,13691,42,11609,8175,1622,1496,20687,2572,7319,1965,263467412,7422,32.7,3139,4106,28449,1923,4480,1120,262663914,712,8018,59.5,7102,2758,6154,913,1092,3191,150.97560975609755,341.5121951219512,527.1219512195122,502.5609756097561,1396.560975609756
2,3,44,2,1,1960,191000,5,2,13691,42,11609,8175,1622,1496,20687,2572,7319,1965,263467412,7422,32.7,3139,4106,28449,1923,4480,1120,262663914,712,8018,59.5,7102,2758,6154,913,1092,3191,150.97560975609755,341.5121951219512,527.1219512195122,502.5609756097561,1396.560975609756
4,5,55,2,1,1974,157000,5,1,13691,42,11609,8175,1622,1496,20687,2572,7319,1965,263467412,7422,32.7,3139,4106,28449,1923,4480,1120,262663914,712,8018,59.5,7102,2758,6154,913,1092,3191,150.97560975609755,341.5121951219512,527.1219512195122,502.5609756097561,1396.560975609756
4,5,48,2,1,2000,170000,6,1,13691,42,11609,8175,1622,1496,20687,2572,7319,1965,263467412,7422,32.7,3139,4106,28449,1923,4480,1120,262663914,712,8018,59.5,7102,2758,6154,913,1092,3191,150.97560975609755,341.5121951219512,527.1219512195122,502.5609756097561,1396.560975609756
2,3,60,2,1,1974,138000,5,1,13691,42,11609,8175,1622,1496,20687,2572,7319,1965,263467412,7422,32.7,3139,4106,28449,1923,4480,1120,262663914,712,8018,59.5,7102,2758,6154,913,1092,3191,150.97560975609755,341.5121951219512,527.1219512195122,502.5609756097561,1396.560975609756
3,3,46,2,1,1961,186000,6,2,13691,42,11609,8175,1622,1496,20687,2572,7319,1965,263467412,7422,32.7,3139,4106,28449,1923,4480,1120,262663914,712,8018,59.5,7102,2758,6154,913,1092,3191,150.97560975609755,341.5121951219512,527.1219512195122,502.5609756097561,1396.560975609756
1,4,51,2,1,1958,200000,7,1,13691,42,11609,8175,1622,1496,20687,2572,7319,1965,263467412,7422,32.7,3139,4106,28449,1923,4480,1120,262663914,712,8018,59.5,7102,2758,6154,913,1092,3191,150.97560975609755,341.5121951219512,527.1219512195122,502.5609756097561,1396.560975609756
2,4,43,2,1,1961,188000,5,1,13691,42,11609,8175,1622,1496,20687,2572,7319,1965,263467412,7422,32.7,3139,4106,28449,1923,4480,1120,262663914,712,8018,59.5,7102,2758,6154,913,1092,3191,150.97560975609755,341.5121951219512,527.1219512195122,502.5609756097561,1396.560975609756
6,6,48,2,1,2005,251000,6,2,13691,42,11609,8175,1622,1496,20687,2572,7319,1965,263467412,7422,32.7,3139,4106,28449,1923,4480,1120,262663914,712,8018,59.5,7102,2758,6154,913,1092,3191,150.97560975609755,341.5121951219512,527.1219512195122,502.5609756097561,1396.560975609756
2,4,49,2,1,1961,145000,5,1,13691,42,11609,8175,1622,1496,20687,2572,7319,1965,263467412,7422,32.7,3139,4106,28449,1923,4480,1120,262663914,712,8018,59.5,7102,2758,6154,913,1092,3191,150.97560975609755,341.5121951219512,527.1219512195122,502.5609756097561,1396.560975609756
2,4,54,2,1,1980,135000,4,1,13691,42,11609,8175,1622,1496,20687,2572,7319,1965,263467412,7422,32.7,3139,4106,28449,1923,4480,1120,262663914,712,8018,59.5,7102,2758,6154,913,1092,3191,150.97560975609755,341.5121951219512,527.1219512195122,502.5609756097561,1396.560975609756
3,4,46,2,1,2013,218000,4,2,13691,42,11609,8175,1622,1496,20687,2572,7319,1965,263467412,7422,32.7,3139,4106,28449,1923,4480,1120,262663914,712,8018,59.5,7102,2758,6154,913,1092,3191,150.97560975609755,341.5121951219512,527.1219512195122,502.5609756097561,1396.560975609756
3,3,40,2,1,1958,170000,7,1,13691,42,11609,8175,1622,1496,20687,2572,7319,1965,263467412,7422,32.7,3139,4106,28449,1923,4480,1120,262663914,712,8018,59.5,7102,2758,6154,913,1092,3191,150.97560975609755,341.5121951219512,527.1219512195122,502.5609756097561,1396.560975609756
2,5,53,2,1,1981,163000,6,2,13691,42,11609,8175,1622,1496,20687,2572,7319,1965,263467412,7422,32.7,3139,4106,28449,1923,4480,1120,262663914,712,8018,59.5,7102,2758,6154,913,1092,3191,150.97560975609755,341.5121951219512,527.1219512195122,502.5609756097561,1396.560975609756
3,6,29,1,1,1985,121000,6,2,13691,42,11609,8175,1622,1496,20687,2572,7319,1965,263467412,7422,32.7,3139,4106,28449,1923,4480,1120,262663914,712,8018,59.5,7102,2758,6154,913,1092,3191,150.97560975609755,341.5121951219512,527.1219512195122,502.5609756097561,1396.560975609756
3,5,57,2,1,2018,255000,3,1,13691,42,11609,8175,1622,1496,20687,2572,7319,1965,263467412,7422,32.7,3139,4106,28449,1923,4480,1120,262663914,712,8018,59.5,7102,2758,6154,913,1092,3191,150.97560975609755,341.5121951219512,527.1219512195122,502.5609756097561,1396.560975609756
3,3,49,2,1,1959,161000,5,1,13691,42,11609,8175,1622,1496,20687,2572,7319,1965,263467412,7422,32.7,3139,4106,28449,1923,4480,1120,262663914,712,8018,59.5,7102,2758,6154,913,1092,3191,150.97560975609755,341.5121951219512,527.1219512195122,502.5609756097561,1396.560975609756
2,4,60,2,1,1960,220000,5,1,13691,42,11609,8175,1622,1496,20687,2572,7319,1965,263467412,7422,32.7,3139,4106,28449,1923,4480,1120,262663914,712,8018,59.5,7102,2758,6154,913,1092,3191,150.97560975609755,341.5121951219512,527.1219512195122,502.5609756097561,1396.560975609756
3,4,52,2,1,1959,186000,5,1,13691,42,11609,8175,1622,1496,20687,2572,7319,1965,263467412,7422,32.7,3139,4106,28449,1923,4480,1120,262663914,712,8018,59.5,7102,2758,6154,913,1092,3191,150.97560975609755,341.5121951219512,527.1219512195122,502.5609756097561,1396.560975609756
4,4,48,2,1,1959,182000,5,1,13691,42,11609,8175,1622,1496,20687,2572,7319,1965,263467412,7422,32.7,3139,4106,28449,1923,4480,1120,262663914,712,8018,59.5,7102,2758,6154,913,1092,3191,150.97560975609755,341.5121951219512,527.1219512195122,502.5609756097561,1396.560975609756
2,3,54,2,1,1977,150000,5,1,13691,42,11609,8175,1622,1496,20687,2572,7319,1965,263467412,7422,32.7,3139,4106,28449,1923,4480,1120,262663914,712,8018,59.5,7102,2758,6154,913,1092,3191,150.97560975609755,341.5121951219512,527.1219512195122,502.5609756097561,1396.560975609756
2,4,43,2,1,1961,153000,5,1,13691,42,11609,8175,1622,1496,20687,2572,7319,1965,263467412,7422,32.7,3139,4106,28449,1923,4480,1120,262663914,712,8018,59.5,7102,2758,6154,913,1092,3191,150.97560975609755,341.5121951219512,527.1219512195122,502.5609756097561,1396.560975609756
4,4,49,2,1,1959,162000,5,1,13691,42,11609,8175,1622,1496,20687,2572,7319,1965,263467412,7422,32.7,3139,4106,28449,1923,4480,1120,262663914,712,8018,59.5,7102,2758,6154,913,1092,3191,150.97560975609755,341.5121951219512,527.1219512195122,502.5609756097561,1396.560975609756
2,4,60,3,1,1960,220000,5,1,13691,42,11609,8175,1622,1496,20687,2572,7319,1965,263467412,7422,32.7,3139,4106,28449,1923,4480,1120,262663914,712,8018,59.5,7102,2758,6154,913,1092,3191,150.97560975609755,341.5121951219512,527.1219512195122,502.5609756097561,1396.560975609756
1,3,67,2,1,1976,215000,6,1,13691,42,11609,8175,1622,1496,20687,2572,7319,1965,263467412,7422,32.7,3139,4106,28449,1923,4480,1120,262663914,712,8018,59.5,7102,2758,6154,913,1092,3191,150.97560975609755,341.5121951219512,527.1219512195122,502.5609756097561,1396.560975609756
4,6,72,3,1,1976,172000,4,2,13691,42,11609,8175,1622,1496,20687,2572,7319,1965,263467412,7422,32.7,3139,4106,28449,1923,4480,1120,262663914,712,8018,59.5,7102,2758,6154,913,1092,3191,150.97560975609755,341.5121951219512,527.1219512195122,502.5609756097561,1396.560975609756
2,4,61,3,1,2013,299000,4,2,13691,42,11609,8175,1622,1496,20687,2572,7319,1965,263467412,7422,32.7,3139,4106,28449,1923,4480,1120,262663914,712,8018,59.5,7102,2758,6154,913,1092,3191,150.97560975609755,341.5121951219512,527.1219512195122,502.5609756097561,1396.560975609756
1,2,92,4,3,1991,275000,4,1,13691,42,11609,8175,1622,1496,20687,2572,7319,1965,263467412,7422,32.7,3139,4106,28449,1923,4480,1120,262663914,712,8018,59.5,7102,2758,6154,913,1092,3191,150.97560975609755,341.5121951219512,527.1219512195122,502.5609756097561,1396.560975609756
1,2,81,3,3,1980,254000,6,1,13691,42,11609,8175,1622,1496,20687,2572,7319,1965,263467412,7422,32.7,3139,4106,28449,1923,4480,1120,262663914,712,8018,59.5,7102,2758,6154,913,1092,3191,150.97560975609755,341.5121951219512,527.1219512195122,502.5609756097561,1396.560975609756
3,5,74,3,1,1973,156000,4,1,13691,42,11609,8175,1622,1496,20687,2572,7319,1965,263467412,7422,32.7,3139,4106,28449,1923,4480,1120,262663914,712,8018,59.5,7102,2758,6154,913,1092,3191,150.97560975609755,341.5121951219512,527.1219512195122,502.5609756097561,1396.560975609756
1,3,68,3,1,1981,169000,5,1,13691,42,11609,8175,1622,1496,20687,2572,7319,1965,263467412,7422,32.7,3139,4106,28449,1923,4480,1120,262663914,712,8018,59.5,7102,2758,6154,913,1092,3191,150.97560975609755,341.5121951219512,527.1219512195122,502.5609756097561,1396.560975609756
1,6,75,3,1,1983,190000,4,1,13691,42,11609,8175,1622,1496,20687,2572,7319,1965,263467412,7422,32.7,3139,4106,28449,1923,4480,1120,262663914,712,8018,59.5,7102,2758,6154,913,1092,3191,150.97560975609755,341.5121951219512,527.1219512195122,502.5609756097561,1396.560975609756
3,3,88,4,1,1989,265000,5,1,13691,42,11609,8175,1622,1496,20687,2572,7319,1965,263467412,7422,32.7,3139,4106,28449,1923,4480,1120,262663914,712,8018,59.5,7102,2758,6154,913,1092,3191,150.97560975609755,341.5121951219512,527.1219512195122,502.5609756097561,1396.560975609756
2,2,107,2,3,1960,222000,5,1,13691,42,11609,8175,1622,1496,20687,2572,7319,1965,263467412,7422,32.7,3139,4106,28449,1923,4480,1120,262663914,712,8018,59.5,7102,2758,6154,913,1092,3191,150.97560975609755,341.5121951219512,527.1219512195122,502.5609756097561,1396.560975609756
2,2,90,4,3,1990,280000,5,1,13691,42,11609,8175,1622,1496,20687,2572,7319,1965,263467412,7422,32.7,3139,4106,28449,1923,4480,1120,262663914,712,8018,59.5,7102,2758,6154,913,1092,3191,150.97560975609755,341.5121951219512,527.1219512195122,502.5609756097561,1396.560975609756
2,5,75,3,1,1985,214000,6,2,13691,42,11609,8175,1622,1496,20687,2572,7319,1965,263467412,7422,32.7,3139,4106,28449,1923,4480,1120,262663914,712,8018,59.5,7102,2758,6154,913,1092,3191,150.97560975609755,341.5121951219512,527.1219512195122,502.5609756097561,1396.560975609756
1,1,77,3,3,1960,185000,4,1,13691,42,11609,8175,1622,1496,20687,2572,7319,1965,263467412,7422,32.7,3139,4106,28449,1923,4480,1120,262663914,712,8018,59.5,7102,2758,6154,913,1092,3191,150.97560975609755,341.5121951219512,527.1219512195122,502.5609756097561,1396.560975609756
4,4,84,3,1,1978,240000,4,1,13691,42,11609,8175,1622,1496,20687,2572,7319,1965,263467412,7422,32.7,3139,4106,28449,1923,4480,1120,262663914,712,8018,59.5,7102,2758,6154,913,1092,3191,150.97560975609755,341.5121951219512,527.1219512195122,502.5609756097561,1396.560975609756
1,3,66,3,1,1962,158000,6,2,13691,42,11609,8175,1622,1496,20687,2572,7319,1965,263467412,7422,32.7,3139,4106,28449,1923,4480,1120,262663914,712,8018,59.5,7102,2758,6154,913,1092,3191,150.97560975609755,341.5121951219512,527.1219512195122,502.5609756097561,1396.560975609756
1,2,100,4,3,2008,339000,5,1,13691,42,11609,8175,1622,1496,20687,2572,7319,1965,263467412,7422,32.7,3139,4106,28449,1923,4480,1120,262663914,712,8018,59.5,7102,2758,6154,913,1092,3191,150.97560975609755,341.5121951219512,527.1219512195122,502.5609756097561,1396.560975609756
1,4,60,3,1,1960,193000,5,1,13691,42,11609,8175,1622,1496,20687,2572,7319,1965,263467412,7422,32.7,3139,4106,28449,1923,4480,1120,262663914,712,8018,59.5,7102,2758,6154,913,1092,3191,150.97560975609755,341.5121951219512,527.1219512195122,502.5609756097561,1396.560975609756
4,4,65,3,1,1964,261000,4,2,13691,42,11609,8175,1622,1496,20687,2572,7319,1965,263467412,7422,32.7,3139,4106,28449,1923,4480,1120,262663914,712,8018,59.5,7102,2758,6154,913,1092,3191,150.97560975609755,341.5121951219512,527.1219512195122,502.5609756097561,1396.560975609756
2,4,60,3,1,1960,207000,5,1,13691,42,11609,8175,1622,1496,20687,2572,7319,1965,263467412,7422,32.7,3139,4106,28449,1923,4480,1120,262663914,712,8018,59.5,7102,2758,6154,913,1092,3191,150.97560975609755,341.5121951219512,527.1219512195122,502.5609756097561,1396.560975609756
2,4,65,3,1,1964,263000,4,2,13691,42,11609,8175,1622,1496,20687,2572,7319,1965,263467412,7422,32.7,3139,4106,28449,1923,4480,1120,262663914,712,8018,59.5,7102,2758,6154,913,1092,3191,150.97560975609755,341.5121951219512,527.1219512195122,502.5609756097561,1396.560975609756
-1,2,91,2,3,2008,360000,5,2,13691,42,11609,8175,1622,1496,20687,2572,7319,1965,263467412,7422,32.7,3139,4106,28449,1923,4480,1120,262663914,712,8018,59.5,7102,2758,6154,913,1092,3191,150.97560975609755,341.5121951219512,527.1219512195122,502.5609756097561,1396.560975609756
1,4,60,3,1,1960,200433,5,1,13691,42,11609,8175,1622,1496,20687,2572,7319,1965,263467412,7422,32.7,3139,4106,28449,1923,4480,1120,262663914,712,8018,59.5,7102,2758,6154,913,1092,3191,150.97560975609755,341.5121951219512,527.1219512195122,502.5609756097561,1396.560975609756
1,4,68,3,1,1960,240000,4,2,13691,42,11609,8175,1622,1496,20687,2572,7319,1965,263467412,7422,32.7,3139,4106,28449,1923,4480,1120,262663914,712,8018,59.5,7102,2758,6154,913,1092,3191,150.97560975609755,341.5121951219512,527.1219512195122,502.5609756097561,1396.560975609756
2,4,84,4,1,1959,289000,5,1,13691,42,11609,8175,1622,1496,20687,2572,7319,1965,263467412,7422,32.7,3139,4106,28449,1923,4480,1120,262663914,712,8018,59.5,7102,2758,6154,913,1092,3191,150.97560975609755,341.5121951219512,527.1219512195122,502.5609756097561,1396.560975609756
3,3,73,4,1,1959,264000,4,1,13691,42,11609,8175,1622,1496,20687,2572,7319,1965,263467412,7422,32.7,3139,4106,28449,1923,4480,1120,262663914,712,8018,59.5,7102,2758,6154,913,1092,3191,150.97560975609755,341.5121951219512,527.1219512195122,502.5609756097561,1396.560975609756
2,3,84,3,1,1960,273000,5,2,13691,42,11609,8175,1622,1496,20687,2572,7319,1965,263467412,7422,32.7,3139,4106,28449,1923,4480,1120,262663914,712,8018,59.5,7102,2758,6154,913,1092,3191,150.97560975609755,341.5121951219512,527.1219512195122,502.5609756097561,1396.560975609756
3,3,73,6,1,1991,210000,5,1,13691,42,11609,8175,1622,1496,20687,2572,7319,1965,263467412,7422,32.7,3139,4106,28449,1923,4480,1120,262663914,712,8018,59.5,7102,2758,6154,913,1092,3191,150.97560975609755,341.5121951219512,527.1219512195122,502.5609756097561,1396.560975609756
3,5,84.5,4,1,2017,311000,3,1,5834,39,4551,3806,743,999,26859,690,1992,1555,132859913,2457,35.7,1590,813,51317,252,1119,860,133155989,1284,2668,84.5,907,741,2663,190,485,954,205.22727272727272,780.4318181818181,1698.75,1357.8636363636363,1130.965909090909
3,5,84.5,4,1,2017,311000,3,1,5834,39,4551,3806,743,999,26859,690,1992,1555,132859913,2457,35.7,1590,813,51317,252,1119,860,133155989,1284,2668,84.5,907,741,2663,190,485,954,205.22727272727272,780.4318181818181,1698.75,1357.8636363636363,1130.965909090909
1,1,75.5,3,4,1978,318000,5,2,5834,39,4551,3806,743,999,26859,690,1992,1555,132859913,2457,35.7,1590,813,51317,252,1119,860,133155989,1284,2668,84.5,907,741,2663,190,485,954,205.22727272727272,780.4318181818181,1698.75,1357.8636363636363,1130.965909090909
2,4,65,3,1,2018,285000,3,1,5834,39,4551,3806,743,999,26859,690,1992,1555,132859913,2457,35.7,1590,813,51317,252,1119,860,133155989,1284,2668,84.5,907,741,2663,190,485,954,205.22727272727272,780.4318181818181,1698.75,1357.8636363636363,1130.965909090909
2,3,68.5,3,1,2019,284600,3,1,5834,39,4551,3806,743,999,26859,690,1992,1555,132859913,2457,35.7,1590,813,51317,252,1119,860,133155989,1284,2668,84.5,907,741,2663,190,485,954,205.22727272727272,780.4318181818181,1698.75,1357.8636363636363,1130.965909090909
1,2,89,4,3,2019,385000,2,1,5834,39,4551,3806,743,999,26859,690,1992,1555,132859913,2457,35.7,1590,813,51317,252,1119,860,133155989,1284,2668,84.5,907,741,2663,190,485,954,205.22727272727272,780.4318181818181,1698.75,1357.8636363636363,1130.965909090909
3,4,51.5,2,1,2019,235800,3,1,5834,39,4551,3806,743,999,26859,690,1992,1555,132859913,2457,35.7,1590,813,51317,252,1119,860,133155989,1284,2668,84.5,907,741,2663,190,485,954,205.22727272727272,780.4318181818181,1698.75,1357.8636363636363,1130.965909090909
1,2,111.7,5,4,2011,410000,4,2,5834,39,4551,3806,743,999,26859,690,1992,1555,132859913,2457,35.7,1590,813,51317,252,1119,860,133155989,1284,2668,84.5,907,741,2663,190,485,954,205.22727272727272,780.4318181818181,1698.75,1357.8636363636363,1130.965909090909
1,2,111.7,5,2,2011,410000,4,2,5834,39,4551,3806,743,999,26859,690,1992,1555,132859913,2457,35.7,1590,813,51317,252,1119,860,133155989,1284,2668,84.5,907,741,2663,190,485,954,205.22727272727272,780.4318181818181,1698.75,1357.8636363636363,1130.965909090909
1,2,111.7,5,2,2011,410000,4,2,5834,39,4551,3806,743,999,26859,690,1992,1555,132859913,2457,35.7,1590,813,51317,252,1119,860,133155989,1284,2668,84.5,907,741,2663,190,485,954,205.22727272727272,780.4318181818181,1698.75,1357.8636363636363,1130.965909090909
2,4,44,2,1,2018,222000,3,2,5834,39,4551,3806,743,999,26859,690,1992,1555,132859913,2457,35.7,1590,813,51317,252,1119,860,133155989,1284,2668,84.5,907,741,2663,190,485,954,205.22727272727272,780.4318181818181,1698.75,1357.8636363636363,1130.965909090909
2,2,127,2,3,1990,390000,5,2,5834,39,4551,3806,743,999,26859,690,1992,1555,132859913,2457,35.7,1590,813,51317,252,1119,860,133155989,1284,2668,84.5,907,741,2663,190,485,954,205.22727272727272,780.4318181818181,1698.75,1357.8636363636363,1130.965909090909
3,4,103,4,1,2018,445800,3,2,5834,39,4551,3806,743,999,26859,690,1992,1555,132859913,2457,35.7,1590,813,51317,252,1119,860,133155989,1284,2668,84.5,907,741,2663,190,485,954,205.22727272727272,780.4318181818181,1698.75,1357.8636363636363,1130.965909090909
4,4,44,2,1,2018,230000,3,2,5834,39,4551,3806,743,999,26859,690,1992,1555,132859913,2457,35.7,1590,813,51317,252,1119,860,133155989,1284,2668,84.5,907,741,2663,190,485,954,205.22727272727272,780.4318181818181,1698.75,1357.8636363636363,1130.965909090909
2,2,128,3,5,2016,550000,2,2,5834,39,4551,3806,743,999,26859,690,1992,1555,132859913,2457,35.7,1590,813,51317,252,1119,860,133155989,1284,2668,84.5,907,741,2663,190,485,954,205.22727272727272,780.4318181818181,1698.75,1357.8636363636363,1130.965909090909
3,4,35,2,1,2018,195160,3,2,5834,39,4551,3806,743,999,26859,690,1992,1555,132859913,2457,35.7,1590,813,51317,252,1119,860,133155989,1284,2668,84.5,907,741,2663,190,485,954,205.22727272727272,780.4318181818181,1698.75,1357.8636363636363,1130.965909090909
1,2,46,2,1,2000,195000,2,1,5834,39,4551,3806,743,999,26859,690,1992,1555,132859913,2457,35.7,1590,813,51317,252,1119,860,133155989,1284,2668,84.5,907,741,2663,190,485,954,205.22727272727272,780.4318181818181,1698.75,1357.8636363636363,1130.965909090909
-1,1,130,5,5,1988,317000,4,1,5834,39,4551,3806,743,999,26859,690,1992,1555,132859913,2457,35.7,1590,813,51317,252,1119,860,133155989,1284,2668,84.5,907,741,2663,190,485,954,205.22727272727272,780.4318181818181,1698.75,1357.8636363636363,1130.965909090909
2,4,81,4,1,2016,325000,3,2,5834,39,4551,3806,743,999,26859,690,1992,1555,132859913,2457,35.7,1590,813,51317,252,1119,860,133155989,1284,2668,84.5,907,741,2663,190,485,954,205.22727272727272,780.4318181818181,1698.75,1357.8636363636363,1130.965909090909
1,1,80,2,5,1981,278000,4,2,5834,39,4551,3806,743,999,26859,690,1992,1555,132859913,2457,35.7,1590,813,51317,252,1119,860,133155989,1284,2668,84.5,907,741,2663,190,485,954,205.22727272727272,780.4318181818181,1698.75,1357.8636363636363,1130.965909090909
2,4,44,2,1,2018,229000,3,2,5834,39,4551,3806,743,999,26859,690,1992,1555,132859913,2457,35.7,1590,813,51317,252,1119,860,133155989,1284,2668,84.5,907,741,2663,190,485,954,205.22727272727272,780.4318181818181,1698.75,1357.8636363636363,1130.965909090909
1,1,64,3,3,2017,290000,3,1,5834,39,4551,3806,743,999,26859,690,1992,1555,132859913,2457,35.7,1590,813,51317,252,1119,860,133155989,1284,2668,84.5,907,741,2663,190,485,954,205.22727272727272,780.4318181818181,1698.75,1357.8636363636363,1130.965909090909
1,1,78,4,3,1985,344000,5,2,5834,39,4551,3806,743,999,26859,690,1992,1555,132859913,2457,35.7,1590,813,51317,252,1119,860,133155989,1284,2668,84.5,907,741,2663,190,485,954,205.22727272727272,780.4318181818181,1698.75,1357.8636363636363,1130.965909090909
3,3,138,4,3,2013,555000,1,2,5834,39,4551,3806,743,999,26859,690,1992,1555,132859913,2457,35.7,1590,813,51317,252,1119,860,133155989,1284,2668,84.5,907,741,2663,190,485,954,205.22727272727272,780.4318181818181,1698.75,1357.8636363636363,1130.965909090909
-1,2,125,3,3,1980,192695,4,2,5834,39,4551,3806,743,999,26859,690,1992,1555,132859913,2457,35.7,1590,813,51317,252,1119,860,133155989,1284,2668,84.5,907,741,2663,190,485,954,205.22727272727272,780.4318181818181,1698.75,1357.8636363636363,1130.965909090909
3,4,44,2,1,2018,243380,3,2,5834,39,4551,3806,743,999,26859,690,1992,1555,132859913,2457,35.7,1590,813,51317,252,1119,860,133155989,1284,2668,84.5,907,741,2663,190,485,954,205.22727272727272,780.4318181818181,1698.75,1357.8636363636363,1130.965909090909
-1,2,83,3,3,1986,320000,3,1,5834,39,4551,3806,743,999,26859,690,1992,1555,132859913,2457,35.7,1590,813,51317,252,1119,860,133155989,1284,2668,84.5,907,741,2663,190,485,954,205.22727272727272,780.4318181818181,1698.75,1357.8636363636363,1130.965909090909
2,6,84.5,4,1,1980,285000,5,1,4797,44,4128,3181,738,766,22067,711,2390,903,97526019,2644,33.3,1363,1237,29771,628,1394,550,94327307,214,2778,57.6,2682,4741,2004,243,321,1349,128.5,200.5,252.66666666666666,648.6666666666666,1101.6666666666667
2,6,84.5,4,1,1980,285000,5,1,4797,44,4128,3181,738,766,22067,711,2390,903,97526019,2644,33.3,1363,1237,29771,628,1394,550,94327307,214,2778,57.6,2682,4741,2004,243,321,1349,128.5,200.5,252.66666666666666,648.6666666666666,1101.6666666666667
1,7,60,2,1,1978,215000,6,1,4797,44,4128,3181,738,766,22067,711,2390,903,97526019,2644,33.3,1363,1237,29771,628,1394,550,94327307,214,2778,57.6,2682,4741,2004,243,321,1349,128.5,200.5,252.66666666666666,648.6666666666666,1101.6666666666667
1,7,60,2,1,1978,215000,6,1,4797,44,4128,3181,738,766,22067,711,2390,903,97526019,2644,33.3,1363,1237,29771,628,1394,550,94327307,214,2778,57.6,2682,4741,2004,243,321,1349,128.5,200.5,252.66666666666666,648.6666666666666,1101.6666666666667
1,7,60,2,1,1978,215000,6,1,4797,44,4128,3181,738,766,22067,711,2390,903,97526019,2644,33.3,1363,1237,29771,628,1394,550,94327307,214,2778,57.6,2682,4741,2004,243,321,1349,128.5,200.5,252.66666666666666,648.6666666666666,1101.6666666666667
