apartmentFloor,floors,fullArea,rooms,type,year,deptFreePrice,energyClass,propertyOwnership,population,avgAge,total_age_18,total_educated,lower_high_education,higher_high_education,median_income,lower_income_class,mid_income_class,high_income_class,total_purchasing_power,total_households,density,own_households,rent_households,median_income_household,low_incomeclass_households,mid_incomeclass_households,high_incomeclass_households,household_purchasing_power,total_buildings,flats,avg_size,apartment_buildings,total_jobs,employed,unemployed,students,pensioners,bus,store,doctor,school,sports
2,6,29,1,1,1936,279000,7,2,18427,41,16273,14614,2983,5988,27577,2772,6778,6609,681838023,10301,38.7,4767,5144,40603,1682,4147,4376,679917694,634,11945,65.9,11943,50264,10340,702,1212,3350,125.73684210526316,135.796875,589.46875,395.578125,323.34375
1,7,81,3,1,1936,549000,5,2,18427,41,16273,14614,2983,5988,27577,2772,6778,6609,681838023,10301,38.7,4767,5144,40603,1682,4147,4376,679917694,634,11945,65.9,11943,50264,10340,702,1212,3350,125.73684210526316,135.796875,589.46875,395.578125,323.34375
3,6,91,3,1,1935,689000,6,2,18427,41,16273,14614,2983,5988,27577,2772,6778,6609,681838023,10301,38.7,4767,5144,40603,1682,4147,4376,679917694,634,11945,65.9,11943,50264,10340,702,1212,3350,125.73684210526316,135.796875,589.46875,395.578125,323.34375
6,8,37.5,1,1,1988,319000,5,1,18427,41,16273,14614,2983,5988,27577,2772,6778,6609,681838023,10301,38.7,4767,5144,40603,1682,4147,4376,679917694,634,11945,65.9,11943,50264,10340,702,1212,3350,125.73684210526316,135.796875,589.46875,395.578125,323.34375
2,6,111,4,1,1936,945000,6,2,18427,41,16273,14614,2983,5988,27577,2772,6778,6609,681838023,10301,38.7,4767,5144,40603,1682,4147,4376,679917694,634,11945,65.9,11943,50264,10340,702,1212,3350,125.73684210526316,135.796875,589.46875,395.578125,323.34375
3,7,160,5,1,1936,982000,6,2,18427,41,16273,14614,2983,5988,27577,2772,6778,6609,681838023,10301,38.7,4767,5144,40603,1682,4147,4376,679917694,634,11945,65.9,11943,50264,10340,702,1212,3350,125.73684210526316,135.796875,589.46875,395.578125,323.34375
2,6,128,3,1,1926,935000,6,2,18427,41,16273,14614,2983,5988,27577,2772,6778,6609,681838023,10301,38.7,4767,5144,40603,1682,4147,4376,679917694,634,11945,65.9,11943,50264,10340,702,1212,3350,125.73684210526316,135.796875,589.46875,395.578125,323.34375
6,8,60,2,1,1988,509000,5,1,18427,41,16273,14614,2983,5988,27577,2772,6778,6609,681838023,10301,38.7,4767,5144,40603,1682,4147,4376,679917694,634,11945,65.9,11943,50264,10340,702,1212,3350,125.73684210526316,135.796875,589.46875,395.578125,323.34375
4,6,91,3,1,1935,655000,6,2,18427,41,16273,14614,2983,5988,27577,2772,6778,6609,681838023,10301,38.7,4767,5144,40603,1682,4147,4376,679917694,634,11945,65.9,11943,50264,10340,702,1212,3350,125.73684210526316,135.796875,589.46875,395.578125,323.34375
1,6,112,3,1,1927,729000,4,2,18427,41,16273,14614,2983,5988,27577,2772,6778,6609,681838023,10301,38.7,4767,5144,40603,1682,4147,4376,679917694,634,11945,65.9,11943,50264,10340,702,1212,3350,125.73684210526316,135.796875,589.46875,395.578125,323.34375
3,7,110,4,1,1934,720000,4,2,18427,41,16273,14614,2983,5988,27577,2772,6778,6609,681838023,10301,38.7,4767,5144,40603,1682,4147,4376,679917694,634,11945,65.9,11943,50264,10340,702,1212,3350,125.73684210526316,135.796875,589.46875,395.578125,323.34375
6,8,57.5,2,1,1930,438000,6,2,18427,41,16273,14614,2983,5988,27577,2772,6778,6609,681838023,10301,38.7,4767,5144,40603,1682,4147,4376,679917694,634,11945,65.9,11943,50264,10340,702,1212,3350,125.73684210526316,135.796875,589.46875,395.578125,323.34375
4,8,117.5,4,1,1988,735000,5,1,18427,41,16273,14614,2983,5988,27577,2772,6778,6609,681838023,10301,38.7,4767,5144,40603,1682,4147,4376,679917694,634,11945,65.9,11943,50264,10340,702,1212,3350,125.73684210526316,135.796875,589.46875,395.578125,323.34375
1,6,53.8,2,1,1925,448000,4,2,18427,41,16273,14614,2983,5988,27577,2772,6778,6609,681838023,10301,38.7,4767,5144,40603,1682,4147,4376,679917694,634,11945,65.9,11943,50264,10340,702,1212,3350,125.73684210526316,135.796875,589.46875,395.578125,323.34375
1,6,53.8,2,1,1925,448000,4,2,18427,41,16273,14614,2983,5988,27577,2772,6778,6609,681838023,10301,38.7,4767,5144,40603,1682,4147,4376,679917694,634,11945,65.9,11943,50264,10340,702,1212,3350,125.73684210526316,135.796875,589.46875,395.578125,323.34375
1,6,53.8,2,1,1925,448000,4,2,18427,41,16273,14614,2983,5988,27577,2772,6778,6609,681838023,10301,38.7,4767,5144,40603,1682,4147,4376,679917694,634,11945,65.9,11943,50264,10340,702,1212,3350,125.73684210526316,135.796875,589.46875,395.578125,323.34375
2,6,73.7,2,1,1926,545000,6,2,18427,41,16273,14614,2983,5988,27577,2772,6778,6609,681838023,10301,38.7,4767,5144,40603,1682,4147,4376,679917694,634,11945,65.9,11943,50264,10340,702,1212,3350,125.73684210526316,135.796875,589.46875,395.578125,323.34375
4,7,109.5,3,1,1927,768000,4,2,18427,41,16273,14614,2983,5988,27577,2772,6778,6609,681838023,10301,38.7,4767,5144,40603,1682,4147,4376,679917694,634,11945,65.9,11943,50264,10340,702,1212,3350,125.73684210526316,135.796875,589.46875,395.578125,323.34375
6,7,29,1,1,1938,259000,5,2,18427,41,16273,14614,2983,5988,27577,2772,6778,6609,681838023,10301,38.7,4767,5144,40603,1682,4147,4376,679917694,634,11945,65.9,11943,50264,10340,702,1212,3350,125.73684210526316,135.796875,589.46875,395.578125,323.34375
3,7,48.5,2,1,1932,413701,4,2,18427,41,16273,14614,2983,5988,27577,2772,6778,6609,681838023,10301,38.7,4767,5144,40603,1682,4147,4376,679917694,634,11945,65.9,11943,50264,10340,702,1212,3350,125.73684210526316,135.796875,589.46875,395.578125,323.34375
4,7,53,2,1,1934,369000,5,2,18427,41,16273,14614,2983,5988,27577,2772,6778,6609,681838023,10301,38.7,4767,5144,40603,1682,4147,4376,679917694,634,11945,65.9,11943,50264,10340,702,1212,3350,125.73684210526316,135.796875,589.46875,395.578125,323.34375
2,6,41,1,1,1928,283000,6,2,18427,41,16273,14614,2983,5988,27577,2772,6778,6609,681838023,10301,38.7,4767,5144,40603,1682,4147,4376,679917694,634,11945,65.9,11943,50264,10340,702,1212,3350,125.73684210526316,135.796875,589.46875,395.578125,323.34375
3,6,73,2,1,1928,550000,6,2,18427,41,16273,14614,2983,5988,27577,2772,6778,6609,681838023,10301,38.7,4767,5144,40603,1682,4147,4376,679917694,634,11945,65.9,11943,50264,10340,702,1212,3350,125.73684210526316,135.796875,589.46875,395.578125,323.34375
5,6,46,2,1,2005,580000,4,2,18427,41,16273,14614,2983,5988,27577,2772,6778,6609,681838023,10301,38.7,4767,5144,40603,1682,4147,4376,679917694,634,11945,65.9,11943,50264,10340,702,1212,3350,125.73684210526316,135.796875,589.46875,395.578125,323.34375
3,5,50,2,1,1929,350000,7,2,18427,41,16273,14614,2983,5988,27577,2772,6778,6609,681838023,10301,38.7,4767,5144,40603,1682,4147,4376,679917694,634,11945,65.9,11943,50264,10340,702,1212,3350,125.73684210526316,135.796875,589.46875,395.578125,323.34375
1,6,30,1,1,1926,257000,6,2,18427,41,16273,14614,2983,5988,27577,2772,6778,6609,681838023,10301,38.7,4767,5144,40603,1682,4147,4376,679917694,634,11945,65.9,11943,50264,10340,702,1212,3350,125.73684210526316,135.796875,589.46875,395.578125,323.34375
2,6,40,1,1,1936,336000,4,2,18427,41,16273,14614,2983,5988,27577,2772,6778,6609,681838023,10301,38.7,4767,5144,40603,1682,4147,4376,679917694,634,11945,65.9,11943,50264,10340,702,1212,3350,125.73684210526316,135.796875,589.46875,395.578125,323.34375
5,7,26,1,1,1927,207000,4,2,18427,41,16273,14614,2983,5988,27577,2772,6778,6609,681838023,10301,38.7,4767,5144,40603,1682,4147,4376,679917694,634,11945,65.9,11943,50264,10340,702,1212,3350,125.73684210526316,135.796875,589.46875,395.578125,323.34375
2,4,24,1,1,1936,236000,5,2,18427,41,16273,14614,2983,5988,27577,2772,6778,6609,681838023,10301,38.7,4767,5144,40603,1682,4147,4376,679917694,634,11945,65.9,11943,50264,10340,702,1212,3350,125.73684210526316,135.796875,589.46875,395.578125,323.34375
4,6,24,1,1,1937,245000,6,2,18427,41,16273,14614,2983,5988,27577,2772,6778,6609,681838023,10301,38.7,4767,5144,40603,1682,4147,4376,679917694,634,11945,65.9,11943,50264,10340,702,1212,3350,125.73684210526316,135.796875,589.46875,395.578125,323.34375
5,7,43,2,1,1932,392000,4,2,18427,41,16273,14614,2983,5988,27577,2772,6778,6609,681838023,10301,38.7,4767,5144,40603,1682,4147,4376,679917694,634,11945,65.9,11943,50264,10340,702,1212,3350,125.73684210526316,135.796875,589.46875,395.578125,323.34375
8,8,63,2,1,1988,414000,3,1,18427,41,16273,14614,2983,5988,27577,2772,6778,6609,681838023,10301,38.7,4767,5144,40603,1682,4147,4376,679917694,634,11945,65.9,11943,50264,10340,702,1212,3350,125.73684210526316,135.796875,589.46875,395.578125,323.34375
7,7,58,2,1,1928,521000,4,2,18427,41,16273,14614,2983,5988,27577,2772,6778,6609,681838023,10301,38.7,4767,5144,40603,1682,4147,4376,679917694,634,11945,65.9,11943,50264,10340,702,1212,3350,125.73684210526316,135.796875,589.46875,395.578125,323.34375
1,6,28,1,1,1927,260000,6,2,18427,41,16273,14614,2983,5988,27577,2772,6778,6609,681838023,10301,38.7,4767,5144,40603,1682,4147,4376,679917694,634,11945,65.9,11943,50264,10340,702,1212,3350,125.73684210526316,135.796875,589.46875,395.578125,323.34375
1,5,23,1,1,1932,243000,5,2,18427,41,16273,14614,2983,5988,27577,2772,6778,6609,681838023,10301,38.7,4767,5144,40603,1682,4147,4376,679917694,634,11945,65.9,11943,50264,10340,702,1212,3350,125.73684210526316,135.796875,589.46875,395.578125,323.34375
7,7,69,1,1,2014,694000,1,2,18427,41,16273,14614,2983,5988,27577,2772,6778,6609,681838023,10301,38.7,4767,5144,40603,1682,4147,4376,679917694,634,11945,65.9,11943,50264,10340,702,1212,3350,125.73684210526316,135.796875,589.46875,395.578125,323.34375
5,6,36,1,1,1936,295000,5,2,18427,41,16273,14614,2983,5988,27577,2772,6778,6609,681838023,10301,38.7,4767,5144,40603,1682,4147,4376,679917694,634,11945,65.9,11943,50264,10340,702,1212,3350,125.73684210526316,135.796875,589.46875,395.578125,323.34375
3,5,48,2,1,1929,360000,7,2,18427,41,16273,14614,2983,5988,27577,2772,6778,6609,681838023,10301,38.7,4767,5144,40603,1682,4147,4376,679917694,634,11945,65.9,11943,50264,10340,702,1212,3350,125.73684210526316,135.796875,589.46875,395.578125,323.34375
6,6,36,1,1,1936,282000,5,2,18427,41,16273,14614,2983,5988,27577,2772,6778,6609,681838023,10301,38.7,4767,5144,40603,1682,4147,4376,679917694,634,11945,65.9,11943,50264,10340,702,1212,3350,125.73684210526316,135.796875,589.46875,395.578125,323.34375
1,3,23,1,1,1934,226000,4,2,18427,41,16273,14614,2983,5988,27577,2772,6778,6609,681838023,10301,38.7,4767,5144,40603,1682,4147,4376,679917694,634,11945,65.9,11943,50264,10340,702,1212,3350,125.73684210526316,135.796875,589.46875,395.578125,323.34375
3,6,47,6,1,1927,392000,6,2,18427,41,16273,14614,2983,5988,27577,2772,6778,6609,681838023,10301,38.7,4767,5144,40603,1682,4147,4376,679917694,634,11945,65.9,11943,50264,10340,702,1212,3350,125.73684210526316,135.796875,589.46875,395.578125,323.34375
6,6,39,1,1,1927,360000,7,2,18427,41,16273,14614,2983,5988,27577,2772,6778,6609,681838023,10301,38.7,4767,5144,40603,1682,4147,4376,679917694,634,11945,65.9,11943,50264,10340,702,1212,3350,125.73684210526316,135.796875,589.46875,395.578125,323.34375
6,8,57,2,1,1930,415000,6,2,18427,41,16273,14614,2983,5988,27577,2772,6778,6609,681838023,10301,38.7,4767,5144,40603,1682,4147,4376,679917694,634,11945,65.9,11943,50264,10340,702,1212,3350,125.73684210526316,135.796875,589.46875,395.578125,323.34375
1,6,58,2,1,1928,410000,4,2,18427,41,16273,14614,2983,5988,27577,2772,6778,6609,681838023,10301,38.7,4767,5144,40603,1682,4147,4376,679917694,634,11945,65.9,11943,50264,10340,702,1212,3350,125.73684210526316,135.796875,589.46875,395.578125,323.34375
5,7,30,1,1,1927,298000,6,2,18427,41,16273,14614,2983,5988,27577,2772,6778,6609,681838023,10301,38.7,4767,5144,40603,1682,4147,4376,679917694,634,11945,65.9,11943,50264,10340,702,1212,3350,125.73684210526316,135.796875,589.46875,395.578125,323.34375
7,7,43,2,1,1928,285000,6,2,18427,41,16273,14614,2983,5988,27577,2772,6778,6609,681838023,10301,38.7,4767,5144,40603,1682,4147,4376,679917694,634,11945,65.9,11943,50264,10340,702,1212,3350,125.73684210526316,135.796875,589.46875,395.578125,323.34375
8,8,83,2,1,1929,715000,6,2,18427,41,16273,14614,2983,5988,27577,2772,6778,6609,681838023,10301,38.7,4767,5144,40603,1682,4147,4376,679917694,634,11945,65.9,11943,50264,10340,702,1212,3350,125.73684210526316,135.796875,589.46875,395.578125,323.34375
3,7,49,2,1,1927,360000,6,2,18427,41,16273,14614,2983,5988,27577,2772,6778,6609,681838023,10301,38.7,4767,5144,40603,1682,4147,4376,679917694,634,11945,65.9,11943,50264,10340,702,1212,3350,125.73684210526316,135.796875,589.46875,395.578125,323.34375
4,7,36,2,1,1928,287000,7,2,18427,41,16273,14614,2983,5988,27577,2772,6778,6609,681838023,10301,38.7,4767,5144,40603,1682,4147,4376,679917694,634,11945,65.9,11943,50264,10340,702,1212,3350,125.73684210526316,135.796875,589.46875,395.578125,323.34375
1,6,49,2,1,1974,273000,5,2,18427,41,16273,14614,2983,5988,27577,2772,6778,6609,681838023,10301,38.7,4767,5144,40603,1682,4147,4376,679917694,634,11945,65.9,11943,50264,10340,702,1212,3350,125.73684210526316,135.796875,589.46875,395.578125,323.34375
2,6,99,2,1,1928,710000,6,2,18427,41,16273,14614,2983,5988,27577,2772,6778,6609,681838023,10301,38.7,4767,5144,40603,1682,4147,4376,679917694,634,11945,65.9,11943,50264,10340,702,1212,3350,125.73684210526316,135.796875,589.46875,395.578125,323.34375
1,7,62,2,1,1934,339000,4,2,18427,41,16273,14614,2983,5988,27577,2772,6778,6609,681838023,10301,38.7,4767,5144,40603,1682,4147,4376,679917694,634,11945,65.9,11943,50264,10340,702,1212,3350,125.73684210526316,135.796875,589.46875,395.578125,323.34375
1,7,82,3,1,2014,634000,1,2,18427,41,16273,14614,2983,5988,27577,2772,6778,6609,681838023,10301,38.7,4767,5144,40603,1682,4147,4376,679917694,634,11945,65.9,11943,50264,10340,702,1212,3350,125.73684210526316,135.796875,589.46875,395.578125,323.34375
4,8,83,3,1,1988,550000,5,1,18427,41,16273,14614,2983,5988,27577,2772,6778,6609,681838023,10301,38.7,4767,5144,40603,1682,4147,4376,679917694,634,11945,65.9,11943,50264,10340,702,1212,3350,125.73684210526316,135.796875,589.46875,395.578125,323.34375
7,9,51,2,1,2005,555000,4,2,18427,41,16273,14614,2983,5988,27577,2772,6778,6609,681838023,10301,38.7,4767,5144,40603,1682,4147,4376,679917694,634,11945,65.9,11943,50264,10340,702,1212,3350,125.73684210526316,135.796875,589.46875,395.578125,323.34375
4,7,53,2,1,1928,325000,4,2,18427,41,16273,14614,2983,5988,27577,2772,6778,6609,681838023,10301,38.7,4767,5144,40603,1682,4147,4376,679917694,634,11945,65.9,11943,50264,10340,702,1212,3350,125.73684210526316,135.796875,589.46875,395.578125,323.34375
5,6,74,3,1,1974,645000,5,2,18427,41,16273,14614,2983,5988,27577,2772,6778,6609,681838023,10301,38.7,4767,5144,40603,1682,4147,4376,679917694,634,11945,65.9,11943,50264,10340,702,1212,3350,125.73684210526316,135.796875,589.46875,395.578125,323.34375
7,9,72,3,1,2005,740000,4,2,18427,41,16273,14614,2983,5988,27577,2772,6778,6609,681838023,10301,38.7,4767,5144,40603,1682,4147,4376,679917694,634,11945,65.9,11943,50264,10340,702,1212,3350,125.73684210526316,135.796875,589.46875,395.578125,323.34375
1,4,65,2,1,1932,492000,5,2,18427,41,16273,14614,2983,5988,27577,2772,6778,6609,681838023,10301,38.7,4767,5144,40603,1682,4147,4376,679917694,634,11945,65.9,11943,50264,10340,702,1212,3350,125.73684210526316,135.796875,589.46875,395.578125,323.34375
2,7,69,3,1,1931,475000,6,2,18427,41,16273,14614,2983,5988,27577,2772,6778,6609,681838023,10301,38.7,4767,5144,40603,1682,4147,4376,679917694,634,11945,65.9,11943,50264,10340,702,1212,3350,125.73684210526316,135.796875,589.46875,395.578125,323.34375
6,8,102,3,1,2009,730000,6,2,18427,41,16273,14614,2983,5988,27577,2772,6778,6609,681838023,10301,38.7,4767,5144,40603,1682,4147,4376,679917694,634,11945,65.9,11943,50264,10340,702,1212,3350,125.73684210526316,135.796875,589.46875,395.578125,323.34375
4,7,66,3,1,1927,585000,6,2,18427,41,16273,14614,2983,5988,27577,2772,6778,6609,681838023,10301,38.7,4767,5144,40603,1682,4147,4376,679917694,634,11945,65.9,11943,50264,10340,702,1212,3350,125.73684210526316,135.796875,589.46875,395.578125,323.34375
3,7,68,2,1,1928,520000,6,2,18427,41,16273,14614,2983,5988,27577,2772,6778,6609,681838023,10301,38.7,4767,5144,40603,1682,4147,4376,679917694,634,11945,65.9,11943,50264,10340,702,1212,3350,125.73684210526316,135.796875,589.46875,395.578125,323.34375
5,6,47,2,1,1927,370000,6,2,18427,41,16273,14614,2983,5988,27577,2772,6778,6609,681838023,10301,38.7,4767,5144,40603,1682,4147,4376,679917694,634,11945,65.9,11943,50264,10340,702,1212,3350,125.73684210526316,135.796875,589.46875,395.578125,323.34375
3,6,116,3,1,1928,750000,5,2,18427,41,16273,14614,2983,5988,27577,2772,6778,6609,681838023,10301,38.7,4767,5144,40603,1682,4147,4376,679917694,634,11945,65.9,11943,50264,10340,702,1212,3350,125.73684210526316,135.796875,589.46875,395.578125,323.34375
1,6,63,2,1,1926,485000,6,2,18427,41,16273,14614,2983,5988,27577,2772,6778,6609,681838023,10301,38.7,4767,5144,40603,1682,4147,4376,679917694,634,11945,65.9,11943,50264,10340,702,1212,3350,125.73684210526316,135.796875,589.46875,395.578125,323.34375
3,6,117,3,1,1926,810000,4,2,18427,41,16273,14614,2983,5988,27577,2772,6778,6609,681838023,10301,38.7,4767,5144,40603,1682,4147,4376,679917694,634,11945,65.9,11943,50264,10340,702,1212,3350,125.73684210526316,135.796875,589.46875,395.578125,323.34375
5,6,59,3,1,1928,505000,6,2,18427,41,16273,14614,2983,5988,27577,2772,6778,6609,681838023,10301,38.7,4767,5144,40603,1682,4147,4376,679917694,634,11945,65.9,11943,50264,10340,702,1212,3350,125.73684210526316,135.796875,589.46875,395.578125,323.34375
2,6,77,3,1,1926,463000,6,2,18427,41,16273,14614,2983,5988,27577,2772,6778,6609,681838023,10301,38.7,4767,5144,40603,1682,4147,4376,679917694,634,11945,65.9,11943,50264,10340,702,1212,3350,125.73684210526316,135.796875,589.46875,395.578125,323.34375
3,6,78,3,1,1936,528000,4,2,18427,41,16273,14614,2983,5988,27577,2772,6778,6609,681838023,10301,38.7,4767,5144,40603,1682,4147,4376,679917694,634,11945,65.9,11943,50264,10340,702,1212,3350,125.73684210526316,135.796875,589.46875,395.578125,323.34375
5,6,49,2,1,1926,374000,6,2,18427,41,16273,14614,2983,5988,27577,2772,6778,6609,681838023,10301,38.7,4767,5144,40603,1682,4147,4376,679917694,634,11945,65.9,11943,50264,10340,702,1212,3350,125.73684210526316,135.796875,589.46875,395.578125,323.34375
4,5,38,2,1,1963,312000,6,2,18427,41,16273,14614,2983,5988,27577,2772,6778,6609,681838023,10301,38.7,4767,5144,40603,1682,4147,4376,679917694,634,11945,65.9,11943,50264,10340,702,1212,3350,125.73684210526316,135.796875,589.46875,395.578125,323.34375
5,6,90,3,1,1929,651000,6,2,18427,41,16273,14614,2983,5988,27577,2772,6778,6609,681838023,10301,38.7,4767,5144,40603,1682,4147,4376,679917694,634,11945,65.9,11943,50264,10340,702,1212,3350,125.73684210526316,135.796875,589.46875,395.578125,323.34375
5,7,117,4,1,1928,597000,6,2,18427,41,16273,14614,2983,5988,27577,2772,6778,6609,681838023,10301,38.7,4767,5144,40603,1682,4147,4376,679917694,634,11945,65.9,11943,50264,10340,702,1212,3350,125.73684210526316,135.796875,589.46875,395.578125,323.34375
6,7,159,3,1,1928,831000,6,2,18427,41,16273,14614,2983,5988,27577,2772,6778,6609,681838023,10301,38.7,4767,5144,40603,1682,4147,4376,679917694,634,11945,65.9,11943,50264,10340,702,1212,3350,125.73684210526316,135.796875,589.46875,395.578125,323.34375
4,5,105,2,1,1929,665000,7,2,18427,41,16273,14614,2983,5988,27577,2772,6778,6609,681838023,10301,38.7,4767,5144,40603,1682,4147,4376,679917694,634,11945,65.9,11943,50264,10340,702,1212,3350,125.73684210526316,135.796875,589.46875,395.578125,323.34375
2,6,112,5,1,2015,849000,3,2,18427,41,16273,14614,2983,5988,27577,2772,6778,6609,681838023,10301,38.7,4767,5144,40603,1682,4147,4376,679917694,634,11945,65.9,11943,50264,10340,702,1212,3350,125.73684210526316,135.796875,589.46875,395.578125,323.34375
7,7,90,2,1,1988,590000,3,1,18427,41,16273,14614,2983,5988,27577,2772,6778,6609,681838023,10301,38.7,4767,5144,40603,1682,4147,4376,679917694,634,11945,65.9,11943,50264,10340,702,1212,3350,125.73684210526316,135.796875,589.46875,395.578125,323.34375
3,6,114,4,1,1926,755000,4,2,18427,41,16273,14614,2983,5988,27577,2772,6778,6609,681838023,10301,38.7,4767,5144,40603,1682,4147,4376,679917694,634,11945,65.9,11943,50264,10340,702,1212,3350,125.73684210526316,135.796875,589.46875,395.578125,323.34375
2,4,96,2,1,1925,835000,4,2,7161,40,6202,5523,1040,2205,27523,1096,2508,2566,257020903,3961,39.5,2050,1759,41388,625,1572,1736,257547192,248,4610,68.3,4602,7880,3984,273,402,1230,66.97368421052632,115.42105263157895,215.8684210526316,188.23684210526315,698.4473684210526
2,4,96,2,1,1925,835000,4,2,7161,40,6202,5523,1040,2205,27523,1096,2508,2566,257020903,3961,39.5,2050,1759,41388,625,1572,1736,257547192,248,4610,68.3,4602,7880,3984,273,402,1230,66.97368421052632,115.42105263157895,215.8684210526316,188.23684210526315,698.4473684210526
1,6,55,2,1,2008,495000,6,2,7161,40,6202,5523,1040,2205,27523,1096,2508,2566,257020903,3961,39.5,2050,1759,41388,625,1572,1736,257547192,248,4610,68.3,4602,7880,3984,273,402,1230,66.97368421052632,115.42105263157895,215.8684210526316,188.23684210526315,698.4473684210526
1,5,52,1,1,1930,290000,4,2,7161,40,6202,5523,1040,2205,27523,1096,2508,2566,257020903,3961,39.5,2050,1759,41388,625,1572,1736,257547192,248,4610,68.3,4602,7880,3984,273,402,1230,66.97368421052632,115.42105263157895,215.8684210526316,188.23684210526315,698.4473684210526
4,4,39,2,1,1963,308000,7,2,7161,40,6202,5523,1040,2205,27523,1096,2508,2566,257020903,3961,39.5,2050,1759,41388,625,1572,1736,257547192,248,4610,68.3,4602,7880,3984,273,402,1230,66.97368421052632,115.42105263157895,215.8684210526316,188.23684210526315,698.4473684210526
4,5,46,2,1,1961,345000,5,2,7161,40,6202,5523,1040,2205,27523,1096,2508,2566,257020903,3961,39.5,2050,1759,41388,625,1572,1736,257547192,248,4610,68.3,4602,7880,3984,273,402,1230,66.97368421052632,115.42105263157895,215.8684210526316,188.23684210526315,698.4473684210526
3,6,60,2,1,1927,452000,5,2,7161,40,6202,5523,1040,2205,27523,1096,2508,2566,257020903,3961,39.5,2050,1759,41388,625,1572,1736,257547192,248,4610,68.3,4602,7880,3984,273,402,1230,66.97368421052632,115.42105263157895,215.8684210526316,188.23684210526315,698.4473684210526
3,6,84,3,1,1927,678000,3,2,7161,40,6202,5523,1040,2205,27523,1096,2508,2566,257020903,3961,39.5,2050,1759,41388,625,1572,1736,257547192,248,4610,68.3,4602,7880,3984,273,402,1230,66.97368421052632,115.42105263157895,215.8684210526316,188.23684210526315,698.4473684210526
1,7,46,2,1,1938,340000,5,2,7161,40,6202,5523,1040,2205,27523,1096,2508,2566,257020903,3961,39.5,2050,1759,41388,625,1572,1736,257547192,248,4610,68.3,4602,7880,3984,273,402,1230,66.97368421052632,115.42105263157895,215.8684210526316,188.23684210526315,698.4473684210526
4,5,102,3,1,1927,625000,6,2,7161,40,6202,5523,1040,2205,27523,1096,2508,2566,257020903,3961,39.5,2050,1759,41388,625,1572,1736,257547192,248,4610,68.3,4602,7880,3984,273,402,1230,66.97368421052632,115.42105263157895,215.8684210526316,188.23684210526315,698.4473684210526
5,6,52,2,1,1962,385000,5,2,7161,40,6202,5523,1040,2205,27523,1096,2508,2566,257020903,3961,39.5,2050,1759,41388,625,1572,1736,257547192,248,4610,68.3,4602,7880,3984,273,402,1230,66.97368421052632,115.42105263157895,215.8684210526316,188.23684210526315,698.4473684210526
6,8,41,1,1,2001,340250,5,2,7161,40,6202,5523,1040,2205,27523,1096,2508,2566,257020903,3961,39.5,2050,1759,41388,625,1572,1736,257547192,248,4610,68.3,4602,7880,3984,273,402,1230,66.97368421052632,115.42105263157895,215.8684210526316,188.23684210526315,698.4473684210526
5,7,72,3,1,1984,560000,6,2,7161,40,6202,5523,1040,2205,27523,1096,2508,2566,257020903,3961,39.5,2050,1759,41388,625,1572,1736,257547192,248,4610,68.3,4602,7880,3984,273,402,1230,66.97368421052632,115.42105263157895,215.8684210526316,188.23684210526315,698.4473684210526
6,7,44,2,1,1984,348000,6,2,7161,40,6202,5523,1040,2205,27523,1096,2508,2566,257020903,3961,39.5,2050,1759,41388,625,1572,1736,257547192,248,4610,68.3,4602,7880,3984,273,402,1230,66.97368421052632,115.42105263157895,215.8684210526316,188.23684210526315,698.4473684210526
3,5,62,1,1,1937,475000,3,2,7161,40,6202,5523,1040,2205,27523,1096,2508,2566,257020903,3961,39.5,2050,1759,41388,625,1572,1736,257547192,248,4610,68.3,4602,7880,3984,273,402,1230,66.97368421052632,115.42105263157895,215.8684210526316,188.23684210526315,698.4473684210526
4,5,31,1,1,1962,255528,6,2,7161,40,6202,5523,1040,2205,27523,1096,2508,2566,257020903,3961,39.5,2050,1759,41388,625,1572,1736,257547192,248,4610,68.3,4602,7880,3984,273,402,1230,66.97368421052632,115.42105263157895,215.8684210526316,188.23684210526315,698.4473684210526
2,6,65,2,1,1927,489000,3,2,7161,40,6202,5523,1040,2205,27523,1096,2508,2566,257020903,3961,39.5,2050,1759,41388,625,1572,1736,257547192,248,4610,68.3,4602,7880,3984,273,402,1230,66.97368421052632,115.42105263157895,215.8684210526316,188.23684210526315,698.4473684210526
3,5,89,3,1,1927,520000,6,2,7161,40,6202,5523,1040,2205,27523,1096,2508,2566,257020903,3961,39.5,2050,1759,41388,625,1572,1736,257547192,248,4610,68.3,4602,7880,3984,273,402,1230,66.97368421052632,115.42105263157895,215.8684210526316,188.23684210526315,698.4473684210526
5,5,35,2,1,1939,355000,5,2,7161,40,6202,5523,1040,2205,27523,1096,2508,2566,257020903,3961,39.5,2050,1759,41388,625,1572,1736,257547192,248,4610,68.3,4602,7880,3984,273,402,1230,66.97368421052632,115.42105263157895,215.8684210526316,188.23684210526315,698.4473684210526
2,5,23,1,1,1927,203000,5,2,7161,40,6202,5523,1040,2205,27523,1096,2508,2566,257020903,3961,39.5,2050,1759,41388,625,1572,1736,257547192,248,4610,68.3,4602,7880,3984,273,402,1230,66.97368421052632,115.42105263157895,215.8684210526316,188.23684210526315,698.4473684210526
